entity_id,farm_name,normalized_name,entity_type,identity_decision,state,county_equivalent,city,postal_code,address_internal,public_location_classification,latitude,longitude,products,business_types,phone_internal,email_internal,contact_visibility,website_url,facebook_url,instagram_url,tiktok_url,on_farm_sales,farmers_market_sales,online_sales,local_delivery,u_pick,wholesale,farm_to_school,source_observation_count,source_observation_ids,source_names,source_urls,evidence_grades,last_retrieved,promotion_status,promotion_blockers,notes
AL-AEE1189446,Poppy's & Patty's Blueberry Farm,poppys and pattys blueberry farm,farm,unique_source_name_reviewed,AL,Autauga,Florala,36442,2143 Al Highway 54 @ 4 Mile Marker,public_business_address_reviewed_for_future_reduced_precision,,,"Minimizes chemical and pesticide use , blueberries, Fresh eggs, U-pick and already picked",U-pick; agritourism,(334) 300-8870,hughesco2@yahoo.com,internal_until_public_use_review,,https://www.facebook.com/poppysandpattys/,,,True,False,False,False,True,False,False,1,alobs_d1bb26ebc31d5d87885b,PickYourOwn — Southeast Alabama,https://www.pickyourown.org/ALmontg.htm,D,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-81798D2EC4,Prattville Honey Farm,prattville honey farm,farm,unique_source_name_reviewed,AL,Autauga,Prattville,36067,332 County Road 27,public_business_address_reviewed_for_future_reduced_precision,32.3988117,-86.5366154,Beans; Blueberries; Cantaloupe; Cucumbers; Greens; Honey; Okra; Peas; Sweet Corn; Squash; Tomatoes; Watermelon,Farm,(334) 799-4845,pratthoneyfarm@yahoo.com,internal_until_public_use_review,,https://www.facebook.com/prattvillehoneyfarm,,,True,True,False,False,False,True,False,1,alobs_fb7c598a38e2ccdfeeb7,Sweet Grown Alabama — Farm members,https://www.sweetgrownalabama.org/find-sweet-grown,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-9A964BF94D,The Sunflower Field,the sunflower field,farm,unique_source_name_reviewed,AL,Autauga,Autaugaville,36003,3301 Highway 14 West,public_business_address_reviewed_for_future_reduced_precision,32.447142,-86.740252,Beef; Flowers; Fresh Cut Flowers; Watermelon,Farm; Agritourism,(334) 657-0837,aunttim@att.net,internal_until_public_use_review,https://thesunflowerfield.net,https://www.facebook.com/TheSunflowerField/,https://www.instagram.com/alabamasunflowers,,True,False,False,False,True,False,False,1,alobs_58ebee3c22f98a51ee96,Sweet Grown Alabama — Farm members,https://www.sweetgrownalabama.org/find-sweet-grown,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-E8DEC8E077,Walton Legacy Farm,walton legacy farm,farm,unique_source_name_reviewed,AL,Autauga,Prattville,36067,1544 County Road 111,public_business_address_reviewed_for_future_reduced_precision,32.606315,-86.606602,Cantaloupe; Muscadine Grapes; Watermelon; Greens; Sweet Corn; Peaches; Peas,Farm,(334) 430-6809,info@waltonlegacyfarm.com,internal_until_public_use_review,https://www.waltonlegacyfarm.com,,,,True,False,False,True,True,False,False,1,alobs_e8503ff29c3c3a1ed868,Sweet Grown Alabama — Farm members,https://www.sweetgrownalabama.org/find-sweet-grown,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-6FD0067571,Alan Norden,alan norden,farm,unique_source_name_reviewed,AL,Baldwin,Silverhill,36576,16370 4th Avenue,public_business_address_reviewed_for_future_reduced_precision,,,"Grapes, red & white, muscadines",U-pick; agritourism,(251) 945-5232,beekeeper@gulftel.com,internal_until_public_use_review,,,,,True,False,False,False,True,False,False,1,alobs_feb308b320ce2617b2db,PickYourOwn — Southwest Alabama,https://www.pickyourown.org/ALmobile.htm,D,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-7044BA7FCF,B's Bees,bs bees,farm,merged_exact_name_reviewed,AL,Baldwin,Loxley,36551,29970 County Road 49,public_business_address_reviewed_for_future_reduced_precision,30.661542,-87.7584584,Bees; apiary products; Honey,Apiary / bee seller; Farm,(251) 964-0559,"brandon@bsbees.com, becka@bsbees.com",internal_until_public_use_review,https://bsbees.com,https://www.facebook.com/BeckasBees,https://www.instagram.com/bs_bees/,,False,False,True,False,False,False,False,2,alobs_3893744ce466d41bc1c9 | alobs_d01efad9d08ce8e52017,Alabama Plant Protection — Beekeepers Selling Bees | Sweet Grown Alabama — Farm members,https://agi.alabama.gov/plantprotection/beeks-selling-bees/ | https://www.sweetgrownalabama.org/find-sweet-grown,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-2C037AEFED,BALDWIN BLUEBERRIES,baldwin blueberries,farm,merged_exact_name_reviewed,AL,Baldwin,Loxley,36551,27608 County Road 65,public_business_address_reviewed_for_future_reduced_precision,,,"Farm products; direct-to-consumer sales; U-pick crops; agritourism; No pesticides are used , blueberries, U-pick and already picked",Farm stand; Agritourism; U-pick; agritourism,251-234-0444,capnpete15@gmail.com,internal_until_public_use_review,,https://www.facebook.com/groups/1789217138048939,,,True,False,False,False,True,False,False,3,alobs_e7153447478973faf5db | alobs_d8e2b285cc41fa03f779 | alobs_4c3f06479d62f1da4e78,Alabama FMA — 2026 statewide farm-stand roster | Alabama Farmers Market Authority — u-pick map | PickYourOwn — Southwest Alabama,https://agi.alabama.gov/farmersmarket/wp-content/uploads/sites/9/2023/02/2026-statewide-redemption-sites.pdf | https://agi.alabama.gov/farmersmarket/locations/u-pick-location-map/ | https://www.pickyourown.org/ALmobile.htm,B; D,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-67689465C7,Bama Wagyu,bama wagyu,farm,unique_source_name_reviewed,AL,Baldwin,Robertsdale,36367,23710 County Road 87,public_business_address_reviewed_for_future_reduced_precision,30.5684644,-87.57979019999999,Beef,Farm,(858) 663-1379,Eugenefernandes11@outlook.com,internal_until_public_use_review,,https://www.facebook.com/profile.php?id=100057627482869&locale=nl_BE,,,True,True,False,True,False,True,False,1,alobs_87fff291524554774551,Sweet Grown Alabama — Farm members,https://www.sweetgrownalabama.org/find-sweet-grown,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-C72A4BE870,Bartl Farms,bartl farms,farm,unique_source_name_reviewed,AL,Baldwin,Robertsdale,36567,25118 Truck Route 17,public_business_address_reviewed_for_future_reduced_precision,30.7098519,-87.59589729999999,Beef; Corn (Field),Farm; Specialty Store,(251) 752-8801,bartlfarmsgateswood@gmail.com,internal_until_public_use_review,https://bartlfarms.com,https://www.facebook.com/bartlfarms,,,True,False,False,False,False,False,False,1,alobs_2886e5e4d6c36e1fbe77,Sweet Grown Alabama — Farm members,https://www.sweetgrownalabama.org/find-sweet-grown,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-35B0C8369C,"Bayou Cora Farms, LLC",bayou cora farms,farm,unique_source_name_reviewed,AL,Baldwin,Foley,36535,7389 Magnolia Springs Highway,public_business_address_reviewed_for_future_reduced_precision,30.331911,-87.77004800000002,"Corn (Field); Grits, cornmeal, flour",Farm,(251) 233-7487,bayoucorafarms@gmail.com,internal_until_public_use_review,https://www.bayoucorafarms.com/,https://www.facebook.com/bayoucorafarms,https://www.instagram.com/bayoucorafarms/,,False,False,True,False,False,True,False,1,alobs_e67c2d59ebd85954b87f,Sweet Grown Alabama — Farm members,https://www.sweetgrownalabama.org/find-sweet-grown,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-70796DB705,Bee Natural Farm,bee natural farm,farm,unique_source_name_reviewed,AL,Baldwin,Fairhope,36532,9711 Twin Beech Road,public_business_address_reviewed_for_future_reduced_precision,,,"Uses natural growing practices , blueberries,",U-pick; agritourism,251-367-3238,Beenaturalfarm549@gmail.com,internal_until_public_use_review,,,,,True,False,False,False,True,False,False,1,alobs_393105022a213349f8c7,PickYourOwn — Southwest Alabama,https://www.pickyourown.org/ALmobile.htm,D,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-D476A15F42,Cassebaum Farms Inc,cassebaum farms,farm,unique_source_name_reviewed,AL,Baldwin,Lillian,36549,12949 County Road 91,public_business_address_reviewed_for_future_reduced_precision,30.414235,-87.4816357,Cantaloupe; Cucumbers; Pecans; Squash; Tomatoes; Watermelon; Okra; Peas; Peppers; Strawberries; Sweet Corn,Farm,(251) 269-7057,hop3c@yahoo.com,internal_until_public_use_review,,https://www.facebook.com/cassebaumsweetcorn/,,,False,True,False,False,False,False,False,1,alobs_604d84534dd6ac164924,Sweet Grown Alabama — Farm members,https://www.sweetgrownalabama.org/find-sweet-grown,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-F9678378B3,Coastal Honey Farm,coastal honey farm,farm,unique_source_name_reviewed,AL,Baldwin,Lillian,36549,10099 County Road 91,public_business_address_reviewed_for_future_reduced_precision,30.3716266,-87.481421,Honey,Online Sales; Farm,(251) 284-0711,coastalhoneyfarm@yahoo.com,internal_until_public_use_review,https://www.thecoastalhoneyfarm.com,https://www.facebook.com/CoastalHoneyFarm/,https://Instagram.com/coastalhoneyfarm,,True,False,False,False,False,True,False,1,alobs_5f3d0865903cde430fab,Sweet Grown Alabama — Farm members,https://www.sweetgrownalabama.org/find-sweet-grown,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-654A9B4F61,Cowpen Creek Farms,cowpen creek farms,farm,unique_source_name_reviewed,AL,Baldwin,Robertsdale,,,public_business_address_reviewed_for_future_reduced_precision,,,Beef; direct-to-consumer meat,Cattle farm; direct-sale beef,251-597-0897,,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,alobs_354ecdebed3fda5dea3a,Alabama Cattlemen’s Association — Bama Beef Sales Directory,https://www.bamabeef.org/p/about/bama-beef-sales-directory,D,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-33A9C67840,Double J Farms,double j farms,farm,unique_source_name_reviewed,AL,Baldwin,Spanish Fort,36527,33507A US Highway 31,public_business_address_reviewed_for_future_reduced_precision,30.7143055,-87.81179470000001,Sheep; Lamb,Farm,(251) 625-2519,doublejfarms2@gmail.com,internal_until_public_use_review,,https://www.facebook.com/profile.php?id=100067318254195,,,True,False,False,True,False,True,False,1,alobs_088c0bc8d9e320b076d0,Sweet Grown Alabama — Farm members,https://www.sweetgrownalabama.org/find-sweet-grown,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-23B89009EE,F. E. Little,f e little,farm,unique_source_name_reviewed,AL,Baldwin,Foley,36535,20750 Miflin Road,public_business_address_reviewed_for_future_reduced_precision,,,"Mayhaws, blackberries, figs, beets, table tomatoes, white & red potatoes",U-pick; agritourism,251-943-2548,,internal_until_public_use_review,,,,,True,False,False,False,True,False,False,1,alobs_a6fe6969966faeb25f7a,PickYourOwn — Southwest Alabama,https://www.pickyourown.org/ALmobile.htm,D,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-38A3F61B0E,Fairhope Salt Company,fairhope salt company,farm,unique_source_name_reviewed,AL,Baldwin,Fairhope,36532,509 Fairhope Avenue,public_business_address_reviewed_for_future_reduced_precision,30.5235984,-87.8998998,Dry Rubs/Spices,Farm,(251) 751-5307,trey@fairhopesaltcompany.com,internal_until_public_use_review,https://fairhopesaltcompany.com,https://www.facebook.com/profile.php?id=61583294109331,https://www.instagram.com/fairhopesalt?fbclid=IwY2xjawP7ZjtleHRuA2FlbQIxMABicmlkETJ2UGxXdklwYnhrRVl6TThac3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHuBcYh6w8NsK0wbI-PRUBxjTJPeGf2WipQKHFTufzpG0KNph-GiQ8uyKAg2c_aem_DA9uXpGGJoAxkcnNADpOqQ,,False,False,True,False,False,False,False,1,alobs_df44c269f11650dc8932,Sweet Grown Alabama — Farm members,https://www.sweetgrownalabama.org/find-sweet-grown,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-6B23EB7F70,Fernandes Farms,fernandes farms,farm,unique_source_name_reviewed,AL,Baldwin,Robertsdale,,,public_business_address_reviewed_for_future_reduced_precision,,,Beef; direct-to-consumer meat,Cattle farm; direct-sale beef,858-663-1379,,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,alobs_8fa175e8866b30ab303f,Alabama Cattlemen’s Association — Bama Beef Sales Directory,https://www.bamabeef.org/p/about/bama-beef-sales-directory,D,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-B98FAE883A,Forland Family Farm,forland family farm,farm,unique_source_name_reviewed,AL,Baldwin,Loxley,36551,16910 Thompson Road,public_business_address_reviewed_for_future_reduced_precision,30.579897,-87.73532999999999,Greens; Eggs; Pecans; Squash; Tomatoes; Blueberries; Cucumbers; Watermelon; Sweet Corn; Jams/Jellies; Okra; Peaches; Peas,Online Sales; Farm,(251) 709-4469,forlandfamilyfarm@gmail.com,internal_until_public_use_review,https://app.barn2door.com/e/5aZkY/all,https://www.facebook.com/FarmerForland/,https://www.instagram.com/forlandfamilymarket/,,False,True,True,True,False,False,False,1,alobs_24dc4611a80cce66c1ea,Sweet Grown Alabama — Farm members,https://www.sweetgrownalabama.org/find-sweet-grown,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-4A129318B1,Gardner's Berry Farm,gardners berry farm,farm,merged_exact_name_reviewed,AL,Baldwin,Robertsdale,36567,21909 County Road 68 North,public_business_address_reviewed_for_future_reduced_precision,30.649785,-87.649709,"Farm products; direct-to-consumer sales; U-pick crops; agritourism; Minimizes chemical and pesticide use , blackberries, blueberries, U-pick and already picked, WiFi is available, Cell service cell phones work here; U-Pick Fruit; Blackberries; Blueberries",Farm stand; Agritourism; U-pick; agritourism; Farm,(251) 597-5456,lawrenceg@gulftel.com,internal_until_public_use_review,http://www.gardnersberryfarm.com,https://www.facebook.com/Gardners-Berry-Farm-1441898306045272,,,True,False,False,False,True,False,False,4,alobs_1cdd641ad640faed6110 | alobs_50d3d4259de748616269 | alobs_b18e76d1c2ff696622a9 | alobs_da1f4142d408a052d203,Alabama FMA — 2026 statewide farm-stand roster | Alabama Farmers Market Authority — u-pick map | PickYourOwn — Southwest Alabama | Sweet Grown Alabama — Farm members,https://agi.alabama.gov/farmersmarket/wp-content/uploads/sites/9/2023/02/2026-statewide-redemption-sites.pdf | https://agi.alabama.gov/farmersmarket/locations/u-pick-location-map/ | https://www.pickyourown.org/ALmobile.htm | https://www.sweetgrownalabama.org/find-sweet-grown,B; D,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-596C62B191,Hillcrest Farm & Vineyard,hillcrest farm and vineyard,farm,unique_source_name_reviewed,AL,Baldwin,Baldwin County service area,,,public_business_address_reviewed_for_future_reduced_precision,,,Bees; apiary products,Apiary / bee seller,251-269-5642,,internal_until_public_use_review,,,,,False,False,False,False,False,False,False,1,alobs_1165b83f17b248b19c84,Alabama Plant Protection — Beekeepers Selling Bees,https://agi.alabama.gov/plantprotection/beeks-selling-bees/,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-21C52945ED,HILLCREST FARMS,hillcrest farm,farm,merged_exact_name_reviewed,AL,Baldwin,Elberta,36530,30497 Hixson Rd,public_business_address_reviewed_for_future_reduced_precision,,,"Farm products; direct-to-consumer sales; U-pick crops; agritourism; blueberries, flowers, zinnias. muscadine grapes, muscadines, Honey from hives on the farm, Fresh eggs, concessions or refreshment stand, restrooms, picnic area, farm animals, birthday parties",Farm stand; Agritourism; U-pick; agritourism,251-962-2500,HILLCRESTFARMUPICK@YAHOO.COM,internal_until_public_use_review,,https://www.facebook.com/hillcrestfarmalabama,,,True,False,False,False,True,False,False,3,alobs_d82ee6bb0421677e5a30 | alobs_f669912c80285e485146 | alobs_1f75d7d382545e5e5999,Alabama FMA — 2026 statewide farm-stand roster | Alabama Farmers Market Authority — u-pick map | PickYourOwn — Southwest Alabama,https://agi.alabama.gov/farmersmarket/wp-content/uploads/sites/9/2023/02/2026-statewide-redemption-sites.pdf | https://agi.alabama.gov/farmersmarket/locations/u-pick-location-map/ | https://www.pickyourown.org/ALmobile.htm,B; D,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-FE5403FCBB,Lillian Cattle Company,lillian cattle company,farm,unique_source_name_reviewed,AL,Baldwin,Elberta,36530,14325 County Road 91,public_business_address_reviewed_for_future_reduced_precision,30.4335075,-87.48092659999999,Beef; Pumpkin Patch,Farm; Agritourism,(251) 221-0740,LillianCattleCompany@gmail.com,internal_until_public_use_review,,https://www.facebook.com/LillianCattleCompany,,,True,False,True,True,False,True,False,1,alobs_e33fca79d5760f6d32ef,Sweet Grown Alabama — Farm members,https://www.sweetgrownalabama.org/find-sweet-grown,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-B501AFEA4D,LOXLEY FARM MARKET,loxley farm market,farm,merged_exact_name_reviewed,AL,Baldwin,Loxley,36551,16910 Thompson Rd,public_business_address_reviewed_for_future_reduced_precision,,,Farm products; direct-to-consumer sales,Farm stand; direct-to-consumer,251-654-3813 | 251-709-4469,loxleyfarmmarket@gmail.com,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,2,alobs_8e651968ca7bcf2eb462 | alobs_ddf8c8c8b03853e124f5,Alabama FMA — 2026 statewide farm-stand roster | Alabama Farmers Market Authority — farm-stand map,https://agi.alabama.gov/farmersmarket/wp-content/uploads/sites/9/2023/02/2026-statewide-redemption-sites.pdf | https://agi.alabama.gov/farmersmarket/locations/farmers-stand-location-map/,B,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
AL-9378E4F34F,Lyrene's Blueberry Farm,lyrenes blueberry farm,farm,merged_exact_name_reviewed,AL,Baldwin,Fairhope,36532,11911A St Hwy 104,public_business_address_reviewed_for_future_reduced_precision,,,"Farm products; direct-to-consumer sales; U-pick crops; agritourism; blueberries, U-pick and already picked | 11911-a State Highway 104, Fairhope, AL 36532.",Farm stand; Agritourism; U-pick; agritourism,251-752-1842,lyrene11@outlook.com,internal_until_public_use_review,,https://www.facebook.com/lyrenesblueberries,,,True,False,False,False,True,False,False,3,alobs_8db18b6f8f9a6b2c385c | alobs_040424260a8d81689164 | alobs_5de97141e4f4c6da92d8,Alabama FMA — 2026 statewide farm-stand roster | Alabama Farmers Market Authority — u-pick map | PickYourOwn — Southwest Alabama,https://agi.alabama.gov/farmersmarket/wp-content/uploads/sites/9/2023/02/2026-statewide-redemption-sites.pdf | https://agi.alabama.gov/farmersmarket/locations/u-pick-location-map/ | https://www.pickyourown.org/ALmobile.htm,B; D,2026-07-15,promotion_eligible_reviewed,,Fields are selected by evidence grade; all underlying observations remain separately auditable.
