entity_id,farm_name,normalized_name,entity_type,identity_decision,state,county_equivalent,city,postal_code,address_internal,public_location_classification,latitude,longitude,products,business_types,phone_internal,email_internal,contact_visibility,website_url,facebook_url,instagram_url,tiktok_url,on_farm_sales,farmers_market_sales,online_sales,local_delivery,u_pick,wholesale,farm_to_school,source_observation_count,source_observation_ids,source_names,source_urls,evidence_grades,last_retrieved,canonical_record_ids,canonical_match_status,promotion_status,promotion_blockers,notes,operation_status_2026,operation_evidence_basis,operation_evidence_url,operation_evidence_date,farm_scope_status,operation_identity_status,countable_operation_2026
LA-D8C7D1B4EA,Dana Frey,dana frey,farm,unique_source_name_reviewed,LA,,,,,public_business_address_reviewed_for_future_reduced_precision,,,Louisiana crawfish,Crawfish farmer or fisherman supplier,337-779-2261,dgfreycrawfish@aol.com,internal_until_public_use_review,https://www.freylouisianacrawfish.com/,,,,True,False,False,False,False,False,False,1,laobs_5cbe052866c4c87e0f74,Louisiana Crawfish Promotion and Research Board — suppliers,https://crawfish.org/user-profile/dana-frey,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named farmer or fisherman supplier profile on the live Louisiana Crawfish Board directory retrieved in 2026,https://crawfish.org/user-profile/dana-frey,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
LA-049197D1DE,"Earl Roy Sweet Potato Co., LLC",earl roy sweet potato,producer_requires_type_review,unique_source_name_reviewed,LA,,Llc Hessmer,,,public_business_address_reviewed_for_future_reduced_precision,,,Louisiana sweet potatoes,Sweet-potato shipper or processor,(800) 552-2286,,internal_until_public_use_review,,,,,False,False,False,False,False,False,False,1,laobs_1679b1ba14dd277fcc55,Louisiana Sweet Potato Commission — shippers and processors,https://www.sweetpotato.org/shippers,C,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,farm_scope_review_required,distinct_under_current_rules,False
LA-C1C03600D4,Eugene Rosinski,eugene rosinski,farm,unique_source_name_reviewed,LA,,,,,public_business_address_reviewed_for_future_reduced_precision,,,Louisiana crawfish,Crawfish farmer or fisherman supplier,337-873-4849,bernitarosinski@att.net,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,laobs_d3f2d9e69d53625bfda3,Louisiana Crawfish Promotion and Research Board — suppliers,https://crawfish.org/user-profile/eugene-rosinski,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named farmer or fisherman supplier profile on the live Louisiana Crawfish Board directory retrieved in 2026,https://crawfish.org/user-profile/eugene-rosinski,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
LA-677B713332,F&W Farms,f and w farms,farm,unique_source_name_reviewed,LA,,,,,public_business_address_reviewed_for_future_reduced_precision,,,Louisiana crawfish,Crawfish farmer or fisherman supplier,337-583-0875,mikef003@aol.com,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,laobs_988125dd738bc968598b,Louisiana Crawfish Promotion and Research Board — suppliers,https://crawfish.org/user-profile/f-w-farms,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named farmer or fisherman supplier profile on the live Louisiana Crawfish Board directory retrieved in 2026,https://crawfish.org/user-profile/f-w-farms,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
LA-A4300F8188,Frank Fekete,frank fekete,farm,unique_source_name_reviewed,LA,,Hungarian Settlement,,,public_business_address_reviewed_for_future_reduced_precision,,,Louisiana-grown strawberries,Strawberry grower,985-507-4987,,internal_until_public_use_review,,http://facebook.com/frankfeketefarm/,,,False,False,False,False,False,False,False,1,laobs_10a923d5c9b88419b08e,Louisiana Strawberry Marketing Board — growers,https://www.louisianastrawberries.com/find-louisiana-strawberries/,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named grower on the Louisiana Strawberry Marketing Board farm finder retrieved in 2026,https://www.louisianastrawberries.com/find-louisiana-strawberries/,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
LA-873CA4727B,Frogmore Plantation & Gins,frogmore plantation and gins,farm,unique_source_name_reviewed,LA,,Frogmore,71334,11054 Hwy. 84,public_business_address_reviewed_for_future_reduced_precision,,,Agritourism and farm activities; see LDAF certified operation description,Certified agritourism,318-757-2453,frogmore@bayou.com,internal_until_public_use_review,https://www.frogmoreplantation.com,,,,False,False,False,False,False,False,False,1,laobs_c95fa88658e3ae72f9a8,LDAF certified agritourism operations,https://assets.ctfassets.net/pc5e1rlgfrov/7B8yMZqsUPa8lLZSUToUtw/19d3206a6070dea80e63683408b1552e/agritourism-directory-2023.pdf,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.,likely_operating_2026,Farm-owned website was reachable during the July 2026 evidence audit; reachability alone is not proof of current sales,https://www.frogmoreplantation.com,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
LA-B4C0DA3213,Galion Potato Co.,galion potato,producer_requires_type_review,unique_source_name_reviewed,LA,,Galion Potato Co. Bastrop,,,public_business_address_reviewed_for_future_reduced_precision,,,Louisiana sweet potatoes,Sweet-potato shipper or processor,(318) 281-7370,,internal_until_public_use_review,,,,,False,False,False,False,False,False,False,1,laobs_bbeddfe00f723354c43e,Louisiana Sweet Potato Commission — shippers and processors,https://www.sweetpotato.org/shippers,C,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,farm_scope_review_required,distinct_under_current_rules,False
LA-32C1178E11,Garber Farms,garber farms,farm,unique_source_name_reviewed,LA,,Garber Farms Iota,,,public_business_address_reviewed_for_future_reduced_precision,,,Louisiana sweet potatoes,Sweet-potato shipper or processor,(800) 824-2284,,internal_until_public_use_review,http://www.garberfarm.com/,,,,False,False,False,False,False,False,False,1,laobs_79539378ef053c3673a3,Louisiana Sweet Potato Commission — shippers and processors,https://www.sweetpotato.org/shippers,C,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
LA-B4A3E22C70,Gibert’s Crawfish,giberts crawfish,farm,unique_source_name_reviewed,LA,,,,,public_business_address_reviewed_for_future_reduced_precision,,,Louisiana crawfish,Crawfish farmer or fisherman supplier,337-783-6608,gilbertscrawfishtub@yahoo.com,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,laobs_f62f2712b07a784c3cd8,Louisiana Crawfish Promotion and Research Board — suppliers,https://crawfish.org/user-profile/giberts-crawfish,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named farmer or fisherman supplier profile on the live Louisiana Crawfish Board directory retrieved in 2026,https://crawfish.org/user-profile/giberts-crawfish,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
LA-C5D10A0A2D,Grounded Greens,grounded greens,farm,unique_source_name_reviewed,LA,,,,,public_business_address_reviewed_for_future_reduced_precision,,,buckwheat; sprouts; wheat grass,LocalHarvest Family Farm,,,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,laobs_bf566ecb20dcfcd055fe,LocalHarvest — Louisiana county-seat gap search,https://www.localharvest.org/grounded-greens-M84786,D,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
LA-C32CD1B15C,JB Hanks,jb hanks,farm,unique_source_name_reviewed,LA,,,,"St. Landry, LA",public_business_address_reviewed_for_future_reduced_precision,,,Louisiana crawfish,Crawfish farmer or fisherman supplier,225-939-3792,jbh@jbhanks.com,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,laobs_667f45e967e782ef718f,Louisiana Crawfish Promotion and Research Board — suppliers,https://crawfish.org/user-profile/jb-hanks,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named farmer or fisherman supplier profile on the live Louisiana Crawfish Board directory retrieved in 2026,https://crawfish.org/user-profile/jb-hanks,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
LA-F71E32D7AB,Kingston Cabin,kingston cabin,farm,unique_source_name_reviewed,LA,,,,,public_business_address_reviewed_for_future_reduced_precision,,,Agritourism and farm activities; see LDAF certified operation description,Certified agritourism,,brumleydevelopment@att.net,internal_until_public_use_review,,,,,False,False,False,False,False,False,False,1,laobs_fe2d997ab0701ca4e938,LDAF certified agritourism operations,https://assets.ctfassets.net/pc5e1rlgfrov/7B8yMZqsUPa8lLZSUToUtw/19d3206a6070dea80e63683408b1552e/agritourism-directory-2023.pdf,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
LA-AE75090EBC,Knight Flyer Fowl,knight flyer fowl,farm,unique_source_name_reviewed,LA,,,,,public_business_address_reviewed_for_future_reduced_precision,,,chicken; duck; eggs,LocalHarvest Family Farm,,,internal_until_public_use_review,https://knightflyerfowl.weebly.com,http://www.facebook.com/knightflyerfowl,,,True,False,False,False,False,False,False,1,laobs_1e41168c49702a5a5de4,LocalHarvest — Louisiana county-seat gap search,https://www.localharvest.org/knight-flyer-fowl-M54312,D,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
LA-3603F706EB,Landry Vineyards,landry vineyards,farm,unique_source_name_reviewed,LA,,,,,public_business_address_reviewed_for_future_reduced_precision,,,Agritourism and farm activities; see LDAF certified operation description,Certified agritourism,,jlandry@landryvineyards.com,internal_until_public_use_review,https://landryvineyards.com,,,,True,False,False,False,False,False,False,1,laobs_17ea52c8929b576202b7,LDAF certified agritourism operations,https://assets.ctfassets.net/pc5e1rlgfrov/7B8yMZqsUPa8lLZSUToUtw/19d3206a6070dea80e63683408b1552e/agritourism-directory-2023.pdf,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,likely_operating_2026,Farm-owned website was reachable during the July 2026 evidence audit; reachability alone is not proof of current sales,https://landryvineyards.com,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
LA-57FA73C40C,Lenox Acres Blueberry Farm,lenox acres blueberry farm,farm,unique_source_name_reviewed,LA,,Keithville,71047,,public_business_address_reviewed_for_future_reduced_precision,,,U-pick crops; agritourism,U-pick; agritourism,,,internal_until_public_use_review,,https://www.facebook.com/LenoxAcres,,,True,False,False,False,True,False,False,1,laobs_71b7d25351e31fc2ba1b,PickYourOwn — Northern Louisiana,https://www.pickyourown.org/LAnorth.htm,E,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; single grade-E discovery listing needs corroboration; source reports closure and requires affirmative curator decision,Fields selected by evidence grade; every source observation remains separately auditable.,reported_closed_requires_review,Discovery source explicitly reports closure; no affirmative curator decision or contradictory current evidence yet,https://www.pickyourown.org/LAnorth.htm,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
LA-28351BC4F6,Lorens Longleaf Ranch,lorens longleaf ranch,farm,unique_source_name_reviewed,LA,,,,,public_business_address_reviewed_for_future_reduced_precision,,,lamb,LocalHarvest Family Farm,,,internal_until_public_use_review,https://longleafsheep.com,,,,True,False,False,False,False,False,False,1,laobs_3a7f06127ac151e8e909,LocalHarvest — Louisiana county-seat gap search,https://www.localharvest.org/lorens-longleaf-ranch-M62070,D,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
LA-BDBBC3DFEF,Low Spot Farm,low spot farm,farm,unique_source_name_reviewed,LA,,Ragley,70657,Al Cormier Rd,public_business_address_reviewed_for_future_reduced_precision,,,"Low Spot Farm is a small family farm established in 1970. We offer pasture raised pork, and poultry. low Spot utilizes a rotational pasture grazing system which provides fresh grass and grazing for our animals. Our pork stock are all heritage breeds such as Bershire, Tamworth and other heritage cross breeds. Our broiler poultry are Cornish Cross and Freedom Ranger breeds. We also have a new flock of heritage breed Rhode Island Red layer which should start laying soon. All of our poultry are moved to fresh pasture daily.",LocalHarvest Family Farm,(337) 526-7466,,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,laobs_449d5fcefcbcba0c7265,LocalHarvest — Louisiana county-seat gap search,https://www.localharvest.org/low-spot-farm-M73778,D,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
LA-B764611EE2,"Mark & Charlynn Liuzza Farms, LLC",mark and charlynn liuzza farms,farm,unique_source_name_reviewed,LA,,Amite,,,public_business_address_reviewed_for_future_reduced_precision,,,Louisiana-grown strawberries,Strawberry grower,985-320-1138,,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,laobs_8e3528df6acc954d8dec,Louisiana Strawberry Marketing Board — growers,https://www.louisianastrawberries.com/find-louisiana-strawberries/,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named grower on the Louisiana Strawberry Marketing Board farm finder retrieved in 2026,https://www.louisianastrawberries.com/find-louisiana-strawberries/,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
LA-1216AD8503,Mason Bee Farm and Vegetable Garden,mason bee farm and vegetable garden,farm,unique_source_name_reviewed,LA,,,,,public_business_address_reviewed_for_future_reduced_precision,,,U-pick crops; agritourism,U-pick; agritourism,318-290-8846,judyduhon@yahoo.com,internal_until_public_use_review,,,,,True,False,False,False,True,False,False,1,laobs_bd258a624afbf2e723bc,PickYourOwn — Northern Louisiana,https://www.pickyourown.org/LAnorth.htm,E,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration; source reports closure and requires affirmative curator decision,Fields selected by evidence grade; every source observation remains separately auditable.,reported_closed_requires_review,Discovery source explicitly reports closure; no affirmative curator decision or contradictory current evidence yet,https://www.pickyourown.org/LAnorth.htm,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
LA-F67D62A676,Milkfancy,milkfancy,farm,unique_source_name_reviewed,LA,,Loranger,70446,521143 Hwy 40,public_business_address_reviewed_for_future_reduced_precision,,,soap,LocalHarvest Family Farm,(985) 974-7994,,internal_until_public_use_review,https://milkfancy.com,,,,True,False,False,False,False,False,False,1,laobs_6b639c717a78f833ea9e,LocalHarvest — Louisiana county-seat gap search,https://www.localharvest.org/milkfancy-M30402,D,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
LA-E4594EE283,Nine Pines Farm,nine pines farm,farm,unique_source_name_reviewed,LA,,,,,public_business_address_reviewed_for_future_reduced_precision,,,eggs; soap; preserves; llama,LocalHarvest Family Farm,,,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,laobs_f0967bdde895e73d71f2,LocalHarvest — Louisiana county-seat gap search,https://www.localharvest.org/nine-pines-farm-M39672,D,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
LA-B43765862C,North House Home And Garden,north house home and garden,farm,unique_source_name_reviewed,LA,,,,,public_business_address_reviewed_for_future_reduced_precision,,,Agritourism and farm activities; see LDAF certified operation description,Certified agritourism,,drjbriggs@work.nocoxmail.com,internal_until_public_use_review,https://www.northhousehomeandgardens.com/,,,,False,False,False,False,False,False,False,1,laobs_e0d416b4f6ba7786869f,LDAF certified agritourism operations,https://assets.ctfassets.net/pc5e1rlgfrov/7B8yMZqsUPa8lLZSUToUtw/19d3206a6070dea80e63683408b1552e/agritourism-directory-2023.pdf,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,likely_operating_2026,Farm-owned website was reachable during the July 2026 evidence audit; reachability alone is not proof of current sales,https://www.northhousehomeandgardens.com/,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
LA-B48A1F27C3,Phillip Lamartiniere,phillip lamartiniere,farm,unique_source_name_reviewed,LA,,,,,public_business_address_reviewed_for_future_reduced_precision,,,Louisiana crawfish,Crawfish farmer or fisherman supplier,318-201-1132,ricefarm@bellsouth.net,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,laobs_8e977d732046e343f867,Louisiana Crawfish Promotion and Research Board — suppliers,https://crawfish.org/user-profile/phillip-lamartiniere,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named farmer or fisherman supplier profile on the live Louisiana Crawfish Board directory retrieved in 2026,https://crawfish.org/user-profile/phillip-lamartiniere,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
