entity_id,farm_name,normalized_name,entity_type,identity_decision,state,county_equivalent,city,postal_code,address_internal,public_location_classification,latitude,longitude,products,business_types,phone_internal,email_internal,contact_visibility,website_url,facebook_url,instagram_url,tiktok_url,on_farm_sales,farmers_market_sales,online_sales,local_delivery,u_pick,wholesale,farm_to_school,source_observation_count,source_observation_ids,source_names,source_urls,evidence_grades,last_retrieved,promotion_status,promotion_blockers,notes
AR-B277E30A24,Cottonville Farm,cottonville farm,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,beef; chicken; duck; goat; lamb; pork; turkey; eggs; beeswax; honey; pickles; preserves; gourds; luffa; seeds; beets; broccoli; cabbage; carrots; cauliflower; celery; collards; cucumber; green onions; kale; kohlrabi; lettuce; mushrooms; mustard greens; peas; radishes; salad greens; spinach; swiss chard; turnips; baked goods; medicinal herbs; fresh flowers; oats; sweet corn; dry beans; eggplant; garlic; green beans; hot peppers; leeks; okra; onions; potatoes; summer squash; sweet peppers; tomatillos; tomatoes; zucchini; peanuts; sunflower seeds; corn; popcorn; pumpkins; sweet potatoes; winter-squash; Corriente Cattle; Plymouth Rock Chicken; St. Croix Sheep; Seminole Pumpkin; Watermelon Pickles,LocalHarvest Family Farm,,,internal_until_public_use_review,,https://www.facebook.com/Cottonville-Farm-110129600799937,,,True,False,False,False,False,False,False,1,arobs_187aecebf1e940e74a7e,LocalHarvest — Arkansas county-seat gap search,https://www.localharvest.org/cottonville-farm-M17420,D,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-CF7B93B04B,Dairy Barn Market,dairy barn market,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,"Farm stand located in Decatur, AR selling vegetables, bread, jellies & more! More Farm Info",Direct-sale farm; Northwest Arkansas,,,internal_until_public_use_review,,https://www.facebook.com/dairybarnmarket,,,True,False,False,False,False,False,False,1,arobs_82e5a0cfc9129952e3a0,University of Arkansas Center for Arkansas Farms and Food — direct-sale farms,https://farmandfoodsystem.uada.edu/farms/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-FC463EEC5B,Food & Fiber at Sanctuary Farm,food and fiber at sanctuary farm,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,"Kale, Tomatoes, Vegetables",Arkansas Grown member,,hello@sanctuaryfarm.org,internal_until_public_use_review,https://arfarmtoschool.org,https://www.facebook.com/TheSanctuaryFarm,https://www.instagram.com/arkansasgrownandmade/,,False,False,False,False,False,False,False,1,arobs_a1fe779e44b82dcc5782,Arkansas Department of Agriculture — Arkansas Grown directory,https://arkansasgrown.org/listing/food-fiber-at-sanctuary-farm/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-F38F1BA0FD,Glory 7 Farm & Ranch,glory 7 farm and ranch,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,beef; raw milk,LocalHarvest Family Farm,(210) 429-3276,,internal_until_public_use_review,https://www.glory7farmandranch.com,http://www.facebook.com/m.glory7farmandranch,,,True,False,False,False,False,False,False,1,arobs_c6ad39a7ad59e5256d48,LocalHarvest — Arkansas county-seat gap search,https://www.localharvest.org/glory-7-farm-amp-ranch-M83340,D,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-F61EFF3D5A,Gnarled Oak Farm,gnarled oak farm,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,beef; chicken; lamb; pork,LocalHarvest Family Farm,(541) 556-6330,,internal_until_public_use_review,https://www.gnarledoakfarm.com,http://www.facebook.com/gnarledoakfarm,https://instagram.com/Gnarledoakfarm,,True,False,False,False,False,False,False,1,arobs_9a2785e8c02d2d1a8588,LocalHarvest — Arkansas county-seat gap search,https://www.localharvest.org/gnarled-oak-farm-M72985,D,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-8F3253582A,Grow Me Somethin',grow me somethin,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,arugula; carrots; chinese greens; collards; kale; lettuce; mustard greens; radishes; salad greens; salad mix; swiss chard; preserves; soap; medicinal herbs; green beans; cucumber; eggplant; hot peppers; fresh flowers; broccoli; sweet potatoes; tomatillos; tomatoes,LocalHarvest Family Farm,(786) 252-1855,,internal_until_public_use_review,,http://www.facebook.com/GrowMeSomethin,,,True,False,False,False,False,False,False,1,arobs_b9d009915ff770916fe5,LocalHarvest — Arkansas county-seat gap search,https://www.localharvest.org/grow-me-somethin-M64201,D,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-29CB0D7099,Hale's Harvest,hales harvest,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,beets; broccoli; carrots; sweet corn; cucumber; green beans; lettuce; okra; onions; peas; potatoes; spinach; sweet peppers; tomatoes; chicken; pumpkins; summer squash; sweet potatoes,LocalHarvest Family Farm,,,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,arobs_06916fde6c507fa37cdf,LocalHarvest — Arkansas county-seat gap search,https://www.localharvest.org/hales-harvest-M86362,D,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-149AA82C4D,Hamann Farms,hamann farms,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,tropicals; beeswax; coffee; honey; blackberries; raspberries,LocalHarvest Family Farm,(417) 350-3147,,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,arobs_ae1a28b0269dfc6f5296,LocalHarvest — Arkansas county-seat gap search,https://www.localharvest.org/hamann-farms-M59597,D,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-06632590A1,Harris Family Farm,harris family farm,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,arugula; medicinal herbs; fresh flowers; garlic; blueberries,LocalHarvest Family Farm,,,internal_until_public_use_review,,http://www.facebook.com/HarrisfamilyFarm,https://instagram.com/harrisfamilyfarmer,,True,False,False,False,False,False,False,1,arobs_fc3d4b93431fd23b43ad,LocalHarvest — Arkansas county-seat gap search,https://www.localharvest.org/harris-family-farm-M25850,D,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-F4185D8DFB,Heartland Botanical Works,heartland botanical works,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,mushrooms; eggs; sprouts; wheat grass; hot peppers; okra; sunchokes; sweet peppers; tomatoes; medicinal herbs; blackberries; cherries; grapes; apples; pears,LocalHarvest Family Farm,(573) 285-2711,,internal_until_public_use_review,https://Heartlandbotanicals.net,,,,True,False,False,False,False,False,False,1,arobs_2abe3f5c37a1ddf22afd,LocalHarvest — Arkansas county-seat gap search,https://www.localharvest.org/heartland-botanical-works-M86733,D,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-7E3C4B4AF9,Lanty Cattle Company,lanty cattle,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,Beef,Arkansas Grown member,,tlscrogg@gmail.com,internal_until_public_use_review,https://arfarmtoschool.org,https://www.facebook.com/LantyCattleCompany,https://www.instagram.com/arkansasgrownandmade/,,False,False,False,False,False,False,False,1,arobs_c8a8ee827314ccccaed7,Arkansas Department of Agriculture — Arkansas Grown directory,https://arkansasgrown.org/listing/lanty-cattle-company/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-973E1CBD0C,Little Man Jerky,little man jerky,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,Peppers - Variety,Arkansas Grown member,,Lassiter.steven@gmail.com,internal_until_public_use_review,https://arfarmtoschool.org,https://www.facebook.com/profile.php?id=100057203090524,https://www.instagram.com/littlemanjerky/,,False,False,False,False,False,False,False,1,arobs_c0b85a6bb2f21f416a69,Arkansas Department of Agriculture — Arkansas Grown directory,https://arkansasgrown.org/listing/little-man-jerky/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-D99295AFCB,Lockesburg Farmers Market,lockesburg farmers market,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,Vegetables,Arkansas Grown member,870-289-3261,Liz-zy83@live.com,internal_until_public_use_review,https://arfarmtoschool.org,https://www.facebook.com/profile.php?id=61575858427482,https://www.instagram.com/arkansasgrownandmade/,,False,False,True,False,False,False,False,1,arobs_a5564307a691d243bf62,Arkansas Department of Agriculture — Arkansas Grown directory,https://arkansasgrown.org/listing/lockesburg-farmers-market/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-8958BBA6EC,Mator Farms LLC,mator farms,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,"Kale, Mustard Greens, Okra, Turnip Greens, Turnips",Arkansas Grown member,870-559-8757,matorfarmsllc@gmail.com,internal_until_public_use_review,https://arfarmtoschool.org,https://www.facebook.com/MatorFarmsLLC,https://www.instagram.com/arkansasgrownandmade/,,False,False,False,False,False,False,False,1,arobs_ba721fa59760fea9213f,Arkansas Department of Agriculture — Arkansas Grown directory,https://arkansasgrown.org/listing/mator-farms-llc/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-331EAB6F72,mcgarrah farm,mcgarrah farm,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,U-pick pumpkins and berries. Produce sales at multiple Farmer’s Markets in NWA. More Farm Info,Direct-sale farm; Northwest Arkansas,,,internal_until_public_use_review,https://www.mcgarrahfarms.com/,,,,True,False,False,False,False,False,False,1,arobs_b8d16686c9788c52dceb,University of Arkansas Center for Arkansas Farms and Food — direct-sale farms,https://farmandfoodsystem.uada.edu/farms/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-B5A6D140DF,Mercantile on Broadway,mercantile on broadway,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,"Beef, Flowers, Honey, Pork, Vegetables",Arkansas Grown member,870-337-2007,Merconbroadway@gmail.com,internal_until_public_use_review,https://arfarmtoschool.org,https://www.facebook.com/profile.php?id=61561344606797,https://www.instagram.com/arkansasgrownandmade/,,False,False,True,False,False,False,False,1,arobs_cb5a0c1fb0389e616ead,Arkansas Department of Agriculture — Arkansas Grown directory,https://arkansasgrown.org/listing/mercantile-on-broadway/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-0A54DF0657,Middlefork Farm,middlefork farm,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,Certified naturally grown produce. Offers CSA shares. More Farm Info,Direct-sale farm; Northwest Arkansas,,,internal_until_public_use_review,https://www.middleforkfarmar.com/,,,,True,False,False,False,False,False,False,1,arobs_aa7d157cd09bdce1f655,University of Arkansas Center for Arkansas Farms and Food — direct-sale farms,https://farmandfoodsystem.uada.edu/farms/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-F184C8F7A0,Missouri Herbs,missouri herbs,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,vinegar; broccoli; brussels sprouts; lettuce; salad greens; spinach; medicinal herbs; carrots; collards; hot peppers; kale; onions; summer squash; tomatoes; watermelons; cabbage; winter-squash,LocalHarvest Family Farm,,,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,arobs_c7c19a7d78f4434b8442,LocalHarvest — Arkansas county-seat gap search,https://www.localharvest.org/missouri-herbs-M47115,D,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-036BD69C18,Natural State Farm,natural state farm,farm,unique_source_name_reviewed,AR,,Bald Knob Area,,,public_business_address_reviewed_for_future_reduced_precision,,,beef,LocalHarvest Family Farm,(501) 681-7971,,internal_until_public_use_review,,http://www.facebook.com/Natural-State-Farm-101128365360559,,,True,False,False,False,False,False,False,1,arobs_cc2fcfa3f2364e6b37a9,LocalHarvest — Arkansas county-seat gap search,https://www.localharvest.org/natural-state-farm-M51875,D,2026-07-15,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-E4305D92A0,Osage Creek Farms,osage creek farms,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,"Beef, Goat, Pork, Sheep/Lamb",Arkansas Grown member,870-654-5719,grassfed@osagecreekfarms.com,internal_until_public_use_review,https://arfarmtoschool.org,http://facebook.com/osagecreekfarms,https://www.instagram.com/arkansasgrownandmade/,,False,False,False,False,False,False,False,1,arobs_2c6d1cb54ae7371d5557,Arkansas Department of Agriculture — Arkansas Grown directory,https://arkansasgrown.org/listing/osage-creek-farms-2/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-1F97D4C819,Pick and Peck farms,pick and peck farms,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,"Fresh produce, canning, hand cut flowers, honey and eggs. Roadside market on the farm. More Farm Info",Direct-sale farm; Northwest Arkansas,,,internal_until_public_use_review,,https://www.facebook.com/PickandPeckFarms/,,,True,False,False,False,False,False,False,1,arobs_a1b8476b5d33c6e035fd,University of Arkansas Center for Arkansas Farms and Food — direct-sale farms,https://farmandfoodsystem.uada.edu/farms/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-744B9D7606,Prairie Woods Farm,prairie woods farm,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,"No-till, certified naturally grown vegetable farm. Bentonville and Centerton Farmer’s Market vendor. More Farm Info",Direct-sale farm; Northwest Arkansas,,,internal_until_public_use_review,https://www.prairiewoodsfarm.com/,,,,True,False,False,False,False,False,False,1,arobs_7fefcaa4a379796dcc29,University of Arkansas Center for Arkansas Farms and Food — direct-sale farms,https://farmandfoodsystem.uada.edu/farms/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-93689E9975,Riverside Specialty Farm,riverside specialty farm,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,"Vegetable farm in West Fork, AR. Find them at the West Fork Farmer’s Market during the growing season. More Farm Info",Direct-sale farm; Northwest Arkansas,,,internal_until_public_use_review,,https://www.facebook.com/riversidespecialtyfarm/,,,True,False,False,False,False,False,False,1,arobs_1851ee3263d46099fe8d,University of Arkansas Center for Arkansas Farms and Food — direct-sale farms,https://farmandfoodsystem.uada.edu/farms/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-9B4E9A3CCD,Romance Farms,romance farms,farm,unique_source_name_reviewed,AR,,Romance,,,public_business_address_reviewed_for_future_reduced_precision,,,"Romance Farms is an organic, biodynamic farm located in the foothills of the Ozark Mountains In Romance Arkansas. We grow and sell herbs and import tea to make medicinal teas using old recipes from around the world and from Native Americans. We are herbalist and blend and grow most of our herbs. We sell our products on the internet and at farmers markets in the South and SouthWest. We have a smaller farm in Arizona where we grow Desert herbs and plants. We have partnered with other farms, helping them get thier products to market. We have an established product line from our farm of organic herbs, tea, salts, fairtrade organic coffee soaps and organic gardening products. We ae business and m",LocalHarvest Family Farm,,,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,arobs_c43b7a08b5fed4f3655c,LocalHarvest — Arkansas county-seat gap search,https://www.localharvest.org/romance-farms-M26402,D,2026-07-15,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-858F337650,Rose Rustlers Flower Farm,rose rustlers flower farm,farm,unique_source_name_reviewed,AR,,Glenwood,,,public_business_address_reviewed_for_future_reduced_precision,,,coffee; honey; soap; medicinal herbs; seeds; peaches; pears; strawberries,LocalHarvest Family Farm,,,internal_until_public_use_review,https://www.roserustlers.com,,,,True,False,False,False,False,False,False,1,arobs_46da1ba718b21da7f5e1,LocalHarvest — Arkansas county-seat gap search,https://www.localharvest.org/rose-rustlers-flower-farm-M30260,D,2026-07-15,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-F82D2D3F9A,Salsa By Kim,salsa by kim,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,"Tomatoes, Vegetables",Arkansas Grown member,903-908-5394,kimerwin07@gmail.com,internal_until_public_use_review,https://arfarmtoschool.org,https://www.facebook.com/arkansasgrownandmade/,https://www.instagram.com/arkansasgrownandmade/,,False,False,False,False,False,False,False,1,arobs_f7dab767393c48951d60,Arkansas Department of Agriculture — Arkansas Grown directory,https://arkansasgrown.org/listing/salsa-by-kim/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
AR-4C566A9682,Samaritan Community Center Garden,samaritan community center garden,farm,unique_source_name_reviewed,AR,,,,,public_business_address_reviewed_for_future_reduced_precision,,,"Expanding to grow organic vegetables, flowers, and fruit for soup kitchens & pantries in NWA. More Farm Info",Direct-sale farm; Northwest Arkansas,,,internal_until_public_use_review,https://www.samcc.org/farm,,,,True,False,False,False,False,False,False,1,arobs_c3226432ca1b4ee3259b,University of Arkansas Center for Arkansas Farms and Food — direct-sale farms,https://farmandfoodsystem.uada.edu/farms/,B,2026-07-15,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.
