policyreview_20260717_ar-5351977b3e,Cabot Farmers Market,cabot farmers market,corroborate,B,farm,Lonoke,Cabot,72023,,Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/cabot-farmers-market/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/cabot-farmers-market/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-5fbc25eb35,Hawkins Variety Store,hawkins variety store,corroborate,B,farm,Pike,Murfreesboro,,"Annuals, Pears",Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/hawkins-variety-store/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/hawkins-variety-store/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-5ceccfc102,Eagle Seed Company,eagle seed,corroborate,B,farm,Poinsett,Weiner,72479,Soybeans,Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/eagle-seed-company/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/eagle-seed-company/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-f684c737ea,Foshee Pecans,foshee pecans,corroborate,B,farm,Pope,Atkins,,Pecans,Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/foshee-pecans/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/foshee-pecans/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-8e78ab9baf,Pawpaws Pecans,pawpaws pecans,corroborate,B,farm,Pope,Atkins,,"Muscadine Grapes, Pecans",Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/pawpaws-pecans/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/pawpaws-pecans/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-e2a1401202,ARKANSAS DEPARTMENT OF AGRICULTURE- FORESTRY DIVISION-BAUCUM/NURSERY,arkansas department of agriculture forestry division baucum nursery,corroborate,B,farm,Pulaski,North Little Rock,,Trees,Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/arkansas-department-of-agriculutre-forestry-division-baucum-nursery/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/arkansas-department-of-agriculutre-forestry-division-baucum-nursery/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-97ef839528,Club care Inc,club care,corroborate,B,farm,Pulaski,Little Rock,72223,"Blackberries, Blueberries",Arkansas Grown member,https://clubcareinc.com/#,https://arkansasgrown.org/listing/club-care-inc/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/club-care-inc/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-b68d17bad4,Flyway Brewing Company,flyway brewing,corroborate,B,farm,Pulaski,Little Rock,,,Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/flyway-brewing-company/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/flyway-brewing-company/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-ed9e9d640d,Momma Dee's Nut Creations,momma dees nut creations,corroborate,B,farm,Pulaski,North Little Rock,,"Pecans, Walnuts",Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/momma-dees-nut-creations/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/momma-dees-nut-creations/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-02d04771a8,Ristorante Capeo,ristorante capeo,corroborate,B,farm,Pulaski,North Little Rock,,,Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/ristorante-capeo/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/ristorante-capeo/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-6941c3b7de,Rusty Tractor Vineyards,rusty tractor vineyards,corroborate,B,farm,Pulaski,Little Rock,72210,Grapes,Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/rusty-tractor-vineyards/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/rusty-tractor-vineyards/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-f0411e8d18,The Resident Chef,the resident chef,corroborate,B,farm,Pulaski,North Little Rock,72213,Herbs,Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/the-resident-chef/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/the-resident-chef/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-c5ec478a81,Zestful All-Natural Market,zestful all natural market,corroborate,B,farm,Saline,Benton,,"Blueberries, Broccoli, Carrots, Fruits, Garlic, Greens, Herbs",Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/zestful-all-natural-market/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/zestful-all-natural-market/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-e36a4e3389,Chaffee Crossing Farmers & Artisans Market,chaffee crossing farmers and artisans market,corroborate,B,farm,Sebastian,Fort Smith,,,Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/chaffee-crossing-farmers-artisans-market-2/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/chaffee-crossing-farmers-artisans-market-2/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-a8b305c3ca,Seven Harvest,seven harvest,corroborate,B,farm,St. Francis,Forrest City,72335,"Banana Peppers - Varietys, Basil, Broccoli, Cucumbers, Kale, Mizuna, Peppers - Variety, Romaine, Swiss Chard, Yellow Squash, Zucchini",Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/seven-harvest/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/seven-harvest/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
policyreview_20260717_ar-eb144a0ca9,The Farmer's Table Cafe,the farmers table cafe,corroborate,B,farm,Washington,Fayetteville,72701,,Arkansas Grown member,https://arfarmtoschool.org,https://arkansasgrown.org/listing/the-farmeraos-table-cafe/,2026-07-15,"Owner-ratified national rule in 01-database/state-expansion-and-verification.md (Record and field verification): a current-year candidate-tier official state department of agriculture directory listing that classifies the operation as a farm, grower, or producer is sufficient grade-B farm-scope evidence.","Applied to the current Arkansas Department of Agriculture — Arkansas Grown directory listing at https://arkansasgrown.org/listing/the-farmeraos-table-cafe/. This append-only decision clears only the farm-operation-evidence scope clause; missing products, geography, outreach, identity, status, and other required-field blockers remain. Non-official member/vendor directories remain in the corroboration lane.",,,
