entity_id,farm_name,normalized_name,entity_type,identity_decision,state,county_equivalent,city,postal_code,address_internal,public_location_classification,latitude,longitude,products,business_types,phone_internal,email_internal,contact_visibility,website_url,facebook_url,instagram_url,tiktok_url,on_farm_sales,farmers_market_sales,online_sales,local_delivery,u_pick,wholesale,farm_to_school,source_observation_count,source_observation_ids,source_names,source_urls,evidence_grades,last_retrieved,canonical_record_ids,canonical_match_status,promotion_status,promotion_blockers,notes
TN-A3792C5F1F,Vaughn's Farm,vaughns farm,farm,unique_source_name_reviewed,TN,,,,,public_business_address_reviewed_for_future_reduced_precision,,,U-pick crops; agritourism,U-pick; agritourism,615-893-2189,,internal_until_public_use_review,,,,,True,False,False,False,True,False,False,1,tnobs_d99599e6a2fdb2215501,PickYourOwn — Middle Tennessee,https://www.pickyourown.org/TNmiddle.htm,E,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration; source reports closure and requires affirmative curator decision,Fields selected by evidence grade; every source observation remains separately auditable.
TN-0EFA6F2883,Aubrey's - Oak Ridge,aubreys oak ridge,producer_requires_type_review,unique_source_name_reviewed,TN,Anderson,Oak Ridge,37830,481 South Illinois Ave.,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,865-685-0821,oakridge@aubreysrestaurants.com,internal_until_public_use_review,http://aubreysrestaurants.com/oakridge,https://www.facebook.com/AubreysOakRidge,,,False,False,False,False,False,False,False,1,tnobs_b6ff4376e84790a5d7a9,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.10000.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-CA8DAA0B73,Bluebird Christmas Tree Farm,bluebird christmas tree farm,farm,unique_source_name_reviewed,TN,Anderson,Heiskell,37754,985 Brushy Valley Road,public_business_address_reviewed_for_future_reduced_precision,,,Christmas Trees; Wreaths; Other; Mistletoe; and Roping (garland).; Cut Your Own; Pre Cut,Pick Tennessee Products member,865-599-3522,bluebirdtrees@comcast.net,internal_until_public_use_review,http://www.bluebirdtrees.com,https://www.facebook.com/pages/Bluebird-Christmas-Tree-Farm/282565781783399,,,True,False,False,False,True,False,False,1,tnobs_45dcfa46ebd07e114cdc,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.2452.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-87402F0EE0,Bluebird Pumpkin Patch,bluebird pumpkin patch,farm,unique_source_name_reviewed,TN,Anderson,Heiskell,37754,985 Brushy Valley Rd,public_business_address_reviewed_for_future_reduced_precision,,,Corn and Hay Mazes; Hay Rides; Pumpkin Patches; School Tours; Special Event Venue,Pick Tennessee Products member,865-640-6490,bluebirdpumpkinpatch@gmail.com,internal_until_public_use_review,http://Bluebirdpumpkinpatch.com,,,,True,False,False,False,False,False,False,1,tnobs_ecc419d06c85ce8bd566,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.26258.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-5B7B99DEAB,Christopher's Overlook,christophers overlook,farm,unique_source_name_reviewed,TN,Anderson,Clinton,37716,261 Hackworth Ln,public_business_address_reviewed_for_future_reduced_precision,,,Farm Animals for petting; Farm Tours; Special Event Venue; Other,Pick Tennessee Products member,240-422-0975,christophersoverlook@gmail.com,internal_until_public_use_review,http://www.christophersoverlook.com,,https://www.instagram.com/christophersoverlook,,False,False,False,False,False,False,False,1,tnobs_679cb5ede93064261d9d,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.23652.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-F0A4F3E4BF,Clinch River Katahdins,clinch river katahdins,producer_requires_type_review,unique_source_name_reviewed,TN,Anderson,Clinton,37716,,public_business_address_reviewed_for_future_reduced_precision,,,Custom Goat; Custom Lamb,Pick Tennessee Products member,631-835-0257,clinchriverkatahdins@gmail.com,internal_until_public_use_review,,,,,True,True,False,False,False,False,False,1,tnobs_061dddc3ae4cc4c56dd3,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.26407.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-9841C5857B,"Country Fresh Food and Confections, Inc.",country fresh food and confections,producer_requires_type_review,unique_source_name_reviewed,TN,Anderson,Oliver Springs,37840,602 Butler Mill Road,public_business_address_reviewed_for_future_reduced_precision,,,Candy; Chocolates and Confections,Pick Tennessee Products member,800-545-8782,,internal_until_public_use_review,http://www.countryfreshfood.com,,,,False,False,False,False,False,True,False,1,tnobs_a0429fb5a0e7b76e693b,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.1847.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-FF35DE7FD0,Culinary CreaShunz,culinary creashunz,farm,unique_source_name_reviewed,TN,Anderson,Oak Ridge,37830,,public_business_address_reviewed_for_future_reduced_precision,,,Sauces and Dressings; Peppers,Pick Tennessee Products member,865-382-6969,shunzisauce@comcast.net,internal_until_public_use_review,https://culinary-creashunz.square.site/,,,,False,False,False,False,False,True,False,1,tnobs_83425502c665fc5be612,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.2950.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-2DC193EC8A,Dirt Hippie,dirt hippie,producer_requires_type_review,unique_source_name_reviewed,TN,Anderson,Norris,37828,,public_business_address_reviewed_for_future_reduced_precision,,,Beeswax; Soap and Oils; Goats Milk; Herb; TN Farm Honey; Honey,Pick Tennessee Products member,865-232-4577,chloechildres@yahoo.com,internal_until_public_use_review,http://Www.peacelovedirthippie.com,http://Www.Facebook.com/peacelovedirthippie,http://Www.Instagram.com/peacelovedirthippie,,True,True,False,False,False,True,False,1,tnobs_c3c24122eaa06cb1f900,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.24767.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-3B83FDEDAF,Erin's Meadow Herb Farm,erins meadow herb farm,farm,unique_source_name_reviewed,TN,Anderson,Clinton,37716,132 England Lane,public_business_address_reviewed_for_future_reduced_precision,,,Farm Tours; School Tours; Annual Grower; Perennial Grower; Retail Nursery Grower; Vegetable Plants; Spices Dried Herbs Dry Rubs Seasonings; Dried Herb and Flower Arrangements; Wreaths; Honey; Attractions; Special Event Venue; Weddings,Pick Tennessee Products member,865-435-1452,erinsmeadow@comcast.net,internal_until_public_use_review,http://www.erinsmeadowherbfarm.com,https://www.facebook.com/FriendsofErinsMeadowHerbFarm,,,True,True,False,False,False,False,False,1,tnobs_12f4b24b543bb182a8f7,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.2957.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-BF858D2865,Fernhill Gardens,fernhill gardens,producer_requires_type_review,unique_source_name_reviewed,TN,Anderson,Oak Ridge,37830,,public_business_address_reviewed_for_future_reduced_precision,,,Herbs; Mushrooms,Pick Tennessee Products member,201-563-5708,george.hine@gmail.com,internal_until_public_use_review,,,,,False,True,False,False,False,False,False,1,tnobs_6a0ce0403a406e2360ca,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.26136.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-6BCD1993A9,Gray Family Farm,gray family farm,farm,unique_source_name_reviewed,TN,Anderson,Heiskell,37754,5224 Hickory Valley Road,public_business_address_reviewed_for_future_reduced_precision,,,Custom Beef; Custom Pork; Retail Beef; Retail Pork,Pick Tennessee Products member,865-805-9797,Graydd5224@gmail.com,internal_until_public_use_review,,https://www.facebook.com/grayfamilyfarm/,https://instagram.com/grayfamilyfarmtn?igshid=1pot292oyvme1,,True,False,False,False,False,False,False,1,tnobs_9a6d4bb5f19f00af972f,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.19256.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-E46FB5F754,Half Ridge Farm,half ridge farm,farm,unique_source_name_reviewed,TN,Anderson,Powell,37849,,public_business_address_reviewed_for_future_reduced_precision,,,Retail Pork; Retail Poultry,Pick Tennessee Products member,423-946-5044,halfridgefarm@gmail.com,internal_until_public_use_review,http://www.halfridgefarm.com,https://www.facebook.com/halfridgefarm,https://www.instagram.com/halfridgefarm,,False,True,False,False,False,False,False,1,tnobs_6d94f21e7850df4ddea5,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.19277.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-833C58477B,Hembree Muscadine Farm,hembree muscadine farm,farm,unique_source_name_reviewed,TN,Anderson,Clinton,37716,,public_business_address_reviewed_for_future_reduced_precision,,,U-pick crops; agritourism,U-pick; agritourism,,,internal_until_public_use_review,,,,,True,False,False,False,True,False,False,1,tnobs_f0b9d8539b0cf16902c2,PickYourOwn — Knoxville area,https://www.pickyourown.org/TNknoxville.htm,E,2026-07-16,,new_state_candidate,research_or_qa_queue,single grade-E discovery listing needs corroboration; source reports closure and requires affirmative curator decision,Fields selected by evidence grade; every source observation remains separately auditable.
TN-182AB53D58,Ivester Family Farm,ivester family farm,farm,merged_exact_name_reviewed,TN,Anderson,Heiskell,37754,980 E Wolf Valley Rd,public_business_address_reviewed_for_future_reduced_precision,,,Farm Tours; Blackberries; Custom Pork; Retail Pork; Eggs; Honey,Century Farm; current sales and products require research; Pick Tennessee Products member,865-255-5295,info@ivesterfarm.com,internal_until_public_use_review,http://ivesterfarm.com,,,,False,True,False,False,False,False,False,2,tnobs_68bc4da28ce19ce7aa30 | tnobs_1c98bb6711393671b331,Middle Tennessee State University — Tennessee Century Farms registry | Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.tncenturyfarms.org/farms/ | https://www.picktnproducts.org/picktn-producers/picktn-listing.26396.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-DDD30A375F,"Market-To-Go, by Grow Oak Ridge",market to go by grow oak ridge,producer_requires_type_review,unique_source_name_reviewed,TN,Anderson,Oak Ridge,37831,,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,865-419-4879,orders@growoakridge.org,internal_until_public_use_review,https://www.growoakridge.org/market-to-go,https://facebook.com/growoakridge,,,False,False,False,False,False,False,False,1,tnobs_d45506150bc59827bb34,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.24707.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-B7CEDFE1EF,Mountain Meadows Farm,mountain meadows farm,farm,unique_source_name_reviewed,TN,Anderson,Heiskell,37754,248 Bridges Road,public_business_address_reviewed_for_future_reduced_precision,,,Jams Jellies and Spreads; Apples; Blackberries; Blueberries; Grapes; Nectarines; Peaches; Pears; Plums; Fruits Others; Asian Pears; Sweet s,Pick Tennessee Products member,,mountainmeadowsfarm@gmail.com,internal_until_public_use_review,http://www.mountainmeadowsfarmtn.com,https://www.facebook.com/mountainmeadows.farm,,,False,True,False,False,False,False,False,1,tnobs_7a6516031bd7c810a384,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.3826.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-FF976282E2,Norris Dam State Park Historical Grist Mill,norris dam state park historical grist mill,farm,unique_source_name_reviewed,TN,Anderson,Rocky Top,37769,125 Village Green Circle,public_business_address_reviewed_for_future_reduced_precision,,,Farm Tours; On Farm Lodging; Weddings; Special Event Venue,Pick Tennessee Products member,865-425-4500,ask.tnstateparks@tn.gov,internal_until_public_use_review,https://www.tnstateparks.com/parks/norris-dam,https://www.facebook.com/norrisdamstatepark/,,,False,False,False,False,False,False,False,1,tnobs_ff5d1a60bea918eeb5f6,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.943.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-B36BE1C6FF,Norris Watershed,norris watershed,producer_requires_type_review,unique_source_name_reviewed,TN,Anderson,Norris,37828,20 Chestnut Drive,public_business_address_reviewed_for_future_reduced_precision,,,Trails,Pick Tennessee Products member,865-494-7645,norriscity@comcast.net,internal_until_public_use_review,http://www.cityofnorris.com,,,,False,False,False,False,False,False,False,1,tnobs_30eefa9107056b3a6efe,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.3255.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-BBBCFC4E2D,Oak Ridge Farmers Market,oak ridge farmers market,producer_requires_type_review,unique_source_name_reviewed,TN,Anderson,Oak Ridge,37830,Jackson Square,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,865-320-6453,info@easttnfarmmarkets.com,internal_until_public_use_review,http://www.eastTNfarmmarkets.org,https://www.facebook.com/OakRidgeFARMMarket,,,False,False,False,False,False,False,False,1,tnobs_4a9e9da468057d14d8f5,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.922.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-2E9F7019BF,Perks Revenge,perks revenge,producer_requires_type_review,unique_source_name_reviewed,TN,Anderson,Norris,37828,5 Reservoir Hill Road,public_business_address_reviewed_for_future_reduced_precision,,,Specialty Store,Pick Tennessee Products member,866-208-3827,Selena@perksrevenge.com,internal_until_public_use_review,https://perksrevenge.com/,https://www.facebook.com/Perksrevenge,https://www.instagram.com/perks_revenge/,,False,False,False,False,False,False,False,1,tnobs_71a9bcb1398fad0f15be,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.19519.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
