entity_id,farm_name,normalized_name,entity_type,identity_decision,state,county_equivalent,city,postal_code,address_internal,public_location_classification,latitude,longitude,products,business_types,phone_internal,email_internal,contact_visibility,website_url,facebook_url,instagram_url,tiktok_url,on_farm_sales,farmers_market_sales,online_sales,local_delivery,u_pick,wholesale,farm_to_school,source_observation_count,source_observation_ids,source_names,source_urls,evidence_grades,last_retrieved,canonical_record_ids,canonical_match_status,promotion_status,promotion_blockers,notes,operation_status_2026,operation_evidence_basis,operation_evidence_url,operation_evidence_date,farm_scope_status,operation_identity_status,countable_operation_2026
MS-67141A2437,Cypress Fields Tree Farm,cypress fields tree farm,farm,unique_source_name_reviewed,MS,,Marwood Loop Se Bogue Chitto,39629,"644 Marwood Loop SE Bogue Chitto, MS 39629 Phone: (601) 669-1309 Email: cypressfields20@yahoo.com Facebook: https://www.facebook.com/profile.php?id=61582426521725#",public_business_address_reviewed_for_future_reduced_precision,,,Mississippi-grown Christmas trees,Christmas tree farm,(601) 669-1309,cypressfields20@yahoo.com,internal_until_public_use_review,,https://www.facebook.com/profile.php?id=61582426521725#,,,True,False,False,False,False,False,False,1,msobs_3b8a2129415adc664d25,MDAC-linked Mississippi Christmas Tree Farms,https://mschristmastrees.com/locations/,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named farm in the MDAC-linked Mississippi Christmas Tree directory retrieved in 2026,https://mschristmastrees.com/locations/,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
MS-8974EEDC24,DONNA CORKERN,donna corkern,farm,unique_source_name_reviewed,MS,,,,102 Lisi Lane,public_business_address_reviewed_for_future_reduced_precision,,,"Peas, Beans, Tomatoes, Cucumbers, Peppers, Lettus, Eggplant, Squash, Figs, Pecans, Okra, Green Onions, Blueberries, and Vegetable, Flower and Herb Plants.",Mississippi Farmers Market agricultural vendor,,craftygal60@aol.com,internal_until_public_use_review,,,,,False,True,False,False,False,False,False,1,msobs_a063497aa8422a9e927d,MDAC Mississippi Farmers Market agricultural vendors,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=90,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named agricultural vendor in the live MDAC farmers-market vendor list retrieved in 2026,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=90,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
MS-180796A914,Dutch Creek Goat Farm,dutch creek goat farm,farm,unique_source_name_reviewed,MS,,,,,public_business_address_reviewed_for_future_reduced_precision,,,Goat cheese,Mississippi Farmers Market agricultural vendor,(601) 526-1127,dutchcreekgoatfarm@gmail.com,internal_until_public_use_review,,,,,False,True,False,False,False,False,False,1,msobs_b402177d210df329743c,MDAC Mississippi Farmers Market agricultural vendors,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=255,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named agricultural vendor in the live MDAC farmers-market vendor list retrieved in 2026,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=255,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
MS-7389C6F3C0,Ellis Farms,ellis farms,farm,unique_source_name_reviewed,MS,,,,1071 MILLER ROAD,public_business_address_reviewed_for_future_reduced_precision,,,"FRUITS: BLUEBERRIES, BLACKBERRIES, STRAWBERRIES, PLUMS, MUSCADINES, MELONS. VEGGIES: BEANS, TOMATOES, PEPPERS, CORN, LETTUCE, POTATOES, OKRA.",Mississippi Farmers Market agricultural vendor,(601) 506-9222,,internal_until_public_use_review,,,,,False,True,False,False,False,False,False,1,msobs_69b61f966114fadc2023,MDAC Mississippi Farmers Market agricultural vendors,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=34,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named agricultural vendor in the live MDAC farmers-market vendor list retrieved in 2026,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=34,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
MS-D8A6A435A0,Gartman's Tree Farm,gartmans tree farm,farm,unique_source_name_reviewed,MS,,Scarborough Road Saucier,39574,"21030 Scarborough Road Saucier, MS 39574 Phone: (228) 831-2532 Cell: (228) 669-0844 Email: gartmanstreefarm@outlook.com Website: https://www.gartmanstreefarm.com/ Facebook: https://www.facebook.com/Gartmans-Tree-Farm-296296023714677/",public_business_address_reviewed_for_future_reduced_precision,,,Mississippi-grown Christmas trees,Christmas tree farm,(228) 831-2532,gartmanstreefarm@outlook.com,internal_until_public_use_review,https://www.gartmanstreefarm.com/,https://www.facebook.com/Gartmans-Tree-Farm-296296023714677/,,,True,False,False,False,False,False,False,1,msobs_c12d119f4251d7342f69,MDAC-linked Mississippi Christmas Tree Farms,https://mschristmastrees.com/locations/,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named farm in the MDAC-linked Mississippi Christmas Tree directory retrieved in 2026,https://mschristmastrees.com/locations/,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
MS-F38F1BA0FD,Glory 7 Farm & Ranch,glory 7 farm and ranch,farm,unique_source_name_reviewed,MS,,,,,public_business_address_reviewed_for_future_reduced_precision,,,beef; raw milk,LocalHarvest Family Farm,(210) 429-3276,,internal_until_public_use_review,https://www.glory7farmandranch.com,http://www.facebook.com/m.glory7farmandranch,,,True,False,False,False,False,False,False,1,msobs_8002ca928d0f0eab4f73,LocalHarvest — Mississippi county-seat gap search,https://www.localharvest.org/glory-7-farm-amp-ranch-M83340,D,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,likely_operating_2026,Farm-owned website was reachable during the July 2026 evidence audit; reachability alone is not proof of current sales,https://www.glory7farmandranch.com,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
MS-C9AC1FE382,Good Earth Eats,good earth eats,farm,unique_source_name_reviewed,MS,,Coxburg,39095,"Ebenezer Coxburg Road, Coxburg, MS 39095",public_business_address_reviewed_for_future_reduced_precision,,,Bacon; Sausage; Ham; Ribs; Boston Butt; Pork Chop; Lard,Genuine MS Raised,,goodeartheatsllc@gmail.com,internal_until_public_use_review,,,,,False,False,False,False,False,False,False,1,msobs_88445b8fa89aac88ff2a,Genuine MS — Raised,https://genuinems.com/directory/good-earth-eats/,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named member profile in the live Genuine MS Raised directory retrieved in 2026,https://genuinems.com/directory/good-earth-eats/,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
MS-8F3253582A,Grow Me Somethin',grow me somethin,farm,unique_source_name_reviewed,MS,,,,,public_business_address_reviewed_for_future_reduced_precision,,,arugula; carrots; chinese greens; collards; kale; lettuce; mustard greens; radishes; salad greens; salad mix; swiss chard; preserves; soap; medicinal herbs; green beans; cucumber; eggplant; hot peppers; fresh flowers; broccoli; sweet potatoes; tomatillos; tomatoes,LocalHarvest Family Farm,(786) 252-1855,,internal_until_public_use_review,,http://www.facebook.com/GrowMeSomethin,,,True,False,False,False,False,False,False,1,msobs_63b3e781e6d347693b69,LocalHarvest — Mississippi county-seat gap search,https://www.localharvest.org/grow-me-somethin-M64201,D,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
MS-DE6CD67C9A,High Heeled Hippie,high heeled hippie,farm,unique_source_name_reviewed,MS,,,,209 Reynolds Rd.,public_business_address_reviewed_for_future_reduced_precision,,,"Lots of heirloom & historical Southern varieties of tomatoes, watermelons, muskmelons & cantaloupe, lettuce, tradictional Southernns & various specialty greens. NEW: Easter Egg Radishes.",Mississippi Farmers Market agricultural vendor,(601) 813-7288,thehighheeledhippie@hotmail.com,internal_until_public_use_review,,,,,False,True,False,False,False,False,False,1,msobs_42598bec838ebd7753b3,MDAC Mississippi Farmers Market agricultural vendors,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=4,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named agricultural vendor in the live MDAC farmers-market vendor list retrieved in 2026,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=4,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
MS-A5AE7864C2,Hilltop Breeze,hilltop breeze,farm,unique_source_name_reviewed,MS,,North Greensburg Road Summit,39666,"6718 North Greensburg Road Summit, MS 39666 Phone: (225) 933-9164 Email: lowens1107@att.net Facebook: https://www.facebook.com/Hilltop-Breeze-2330790267187510/",public_business_address_reviewed_for_future_reduced_precision,,,Mississippi-grown Christmas trees,Christmas tree farm,(225) 933-9164,lowens1107@att.net,internal_until_public_use_review,,https://www.facebook.com/Hilltop-Breeze-2330790267187510/,,,True,False,False,False,False,False,False,1,msobs_80cf96c44656f594551f,MDAC-linked Mississippi Christmas Tree Farms,https://mschristmastrees.com/locations/,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named farm in the MDAC-linked Mississippi Christmas Tree directory retrieved in 2026,https://mschristmastrees.com/locations/,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
MS-810E09AB59,Iron Heart Ranch,iron heart ranch,farm,unique_source_name_reviewed,MS,,,,,public_business_address_reviewed_for_future_reduced_precision,,,wool; lamb; sheepskins,LocalHarvest Family Farm,(409) 789-8314,,internal_until_public_use_review,,https://www.facebook.com/groups/417655966774725,,,True,False,False,False,False,False,False,1,msobs_1b51146cb77ab661d012,LocalHarvest — Mississippi county-seat gap search,https://www.localharvest.org/iron-heart-ranch-M81246,D,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
MS-99DF76EC6E,Ladner Livestock,ladner livestock,farm,unique_source_name_reviewed,MS,,Sebastopol,39359,Hays Road,public_business_address_reviewed_for_future_reduced_precision,,,beef; pork,LocalHarvest Family Farm,(662) 418-2624,,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,msobs_d4e77888ced19189515b,LocalHarvest — Mississippi county-seat gap search,https://www.localharvest.org/ladner-livestock-M36067,D,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
MS-9CE69A9B98,Larkfield Farms,larkfield farms,farm,unique_source_name_reviewed,MS,,Central Ms,,,public_business_address_reviewed_for_future_reduced_precision,32.29876,-90.18481,Beef,Meat,,,internal_until_public_use_review,,,,,True,False,False,False,False,False,False,1,msobs_9c61e18c14ece966c609,FarmFinder current canonical baseline — identity anchor only,,E,2026-07-16,FF-0284,canonical_baseline_only,research_or_qa_queue,county missing; single grade-E discovery listing needs corroboration; canonical baseline farm not rediscovered in current three-pass sources,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
MS-A1F831B616,Little Bluestem Farm,little bluestem farm,farm,unique_source_name_reviewed,MS,,,,5476 Forest Grove Rd,public_business_address_reviewed_for_future_reduced_precision,,,"Cut Flowers: zinnias, sunflowers, cosmos, dahlias, gladiolas, calla lilies, canna lilies.",Mississippi Farmers Market agricultural vendor,(662) 571-3413,littlebluestemfarmms@gmail.com,internal_until_public_use_review,,,,,False,True,False,False,False,False,False,1,msobs_b5cb11414e55801ec0fa,MDAC Mississippi Farmers Market agricultural vendors,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=146,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named agricultural vendor in the live MDAC farmers-market vendor list retrieved in 2026,https://agnet.mdac.ms.gov/Website/FarmerMarket_VendorView.aspx?PassedID=146,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
MS-E08E3AE0C8,Local Thyme Bakery,local thyme bakery,farm,unique_source_name_reviewed,MS,,,,,public_business_address_reviewed_for_future_reduced_precision,,,baked goods; bread; coffee; pickles; preserves; New Orleans French Bread,LocalHarvest Family Farm,,,internal_until_public_use_review,https://ltbpensacola.com,http://www.facebook.com/profile.php?id=100087863361500&mibextid=LQQJ4d,https://instagram.com/LTBPENSACOLA,,True,False,False,False,False,False,False,1,msobs_9caeddd441c7aa4226d5,LocalHarvest — Mississippi county-seat gap search,https://www.localharvest.org/local-thyme-bakery-M83503,D,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
MS-D0348CBF5C,McGowan Pineywoods Cattle Farm,mcgowan pineywoods cattle farm,farm,unique_source_name_reviewed,MS,,Ruth,39662,Northeast Pike County,public_business_address_reviewed_for_future_reduced_precision,,,beef; goat; eggs; green beans; summer squash; pumpkins; chicken; turkey,LocalHarvest Family Farm,,,internal_until_public_use_review,https://mcgowanpineywoodcattle.com/index.html,,,,True,False,False,False,False,False,False,1,msobs_af5aa4d36878711fa564,LocalHarvest — Mississippi county-seat gap search,https://www.localharvest.org/mcgowan-pineywoods-cattle-farm-M44581,D,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.,unresolved_2026,No current operating evidence located,,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,False
MS-1ADB022A88,Morgan Hills Christmas Trees,morgan hills christmas trees,farm,unique_source_name_reviewed,MS,,South Greensburg Road Liberty,39645,"2139 South Greensburg Road Liberty, MS 39645 Phone: (601) 657-8424 Email: bonniemorgan211@gmail.com Facebook: https://www.facebook.com/morganhillschristmastreefarm/",public_business_address_reviewed_for_future_reduced_precision,,,Mississippi-grown Christmas trees,Christmas tree farm,(601) 657-8424,bonniemorgan211@gmail.com,internal_until_public_use_review,,https://www.facebook.com/morganhillschristmastreefarm/,,,True,False,False,False,False,False,False,1,msobs_cd524042efaf259269e9,MDAC-linked Mississippi Christmas Tree Farms,https://mschristmastrees.com/locations/,B,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing,Fields selected by evidence grade; every source observation remains separately auditable.,currently_listed_official_2026,Named farm in the MDAC-linked Mississippi Christmas Tree directory retrieved in 2026,https://mschristmastrees.com/locations/,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
MS-A45D5432A0,Mothering Herbs,mothering herbs,farm,unique_source_name_reviewed,MS,,,,,public_business_address_reviewed_for_future_reduced_precision,,,soap; medicinal herbs; seeds; fresh flowers,LocalHarvest Family Farm,,,internal_until_public_use_review,https://www.motheringherbs.link,http://www.facebook.com/pages/Mothering-Herbs/28501588078?ref=bookmarks,,,True,False,False,False,False,False,False,1,msobs_a225e63d5d4ac8bc54f4,LocalHarvest — Mississippi county-seat gap search,https://www.localharvest.org/mothering-herbs-M24440,D,2026-07-16,,new_state_candidate,research_or_qa_queue,county missing; city or safe public service area missing,Fields selected by evidence grade; every source observation remains separately auditable.,likely_operating_2026,Farm-owned website was reachable during the July 2026 evidence audit; reachability alone is not proof of current sales,https://motheringherbs.link/,2026-07-15,in_scope_primary_producer,distinct_under_current_rules,True
