entity_id,farm_name,county,issue_type,issue_detail,recommended_action,status
TX-0B592915A7,Augustus Ranch,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-31C42484E8,Austin Community College: Elgin Farm-Stand,Travis,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-1C9F6DCFD2,B&M Farms,Hardin,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B9BEE9B055,B&M Farms Blueberry Patch,Hardin,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-CDC4907E9F,Back to the Garden Farm,Live Oak,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-6D45721334,Baker’s Acres,Bell,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-E1E64AF099,Bar W Ranch Beef,Robertson,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-4A12F9159C,Barnard Beef,McLennan,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-51656E950E,Barron's Blueberries,Smith,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B9AD6AF8BD,Barton Beef,Nacogdoches,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-A398E8F9BE,BCS Chicken,Burleson,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-10D25B825C,beatycattle,Comanche,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-AC17575D81,Beauty's Community Garden,Harris,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-CF0842905A,Bee Space Apiaries,,promotion_blocker,county missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-0AC50509AB,Bellaire Honey Company,Harris,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-9EBC5FC91B,Bellecreek Farm,Brazoria,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-504D8EA42B,Belnap Creek Farm,Hill,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-82E46CA3A6,Berryland Farms of Texas,Chambers,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-6000D8AE0B,Bertschy Cattle Co.,Parker,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-01E02B3427,BH Livestock,Liberty,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-8128146D3A,Big G Wagyu Beef,Hill,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-E3CF4DB14B,Big Oaks Ranch,,promotion_blocker,county missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-9915078792,Big Stars Farm,Taylor,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-ABF944E442,Big Tree Oyster Company,Aransas,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-875F572700,Bius Berry Farms,Walker,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-EF9E92EEA9,Blackjack Point Oyster Company,Aransas,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-C20628F119,Blackland Berry Farm,Rockwall,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-3E9D31129B,Blakelock's Berries,Montgomery,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-1AB814546B,Blase Family Farm,Rockwall,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-D1B7A1F60F,Blessington Farms,Fort Bend,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-ADB79615D6,Bloomer's Garden & Wildflower Farm,Grayson,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-4064A33A5E,Blue Jay Dairy,Erath,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-EECE037FC8,Blueberry Farm,Van Zandt,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-DFA5D9E675,Blueberry Farms,Nacogdoches,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-8ED3FF76AE,"Blueberry Hill Farms, Inc.",Van Zandt,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-6DC5C570F0,Blueberry Ridge Farm Bed and Breakfast,Wood,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-A06A5B17AC,Bluebonnet Meat Company,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-EE56DC285D,Bob's Garden,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-AE89D438CD,Boenig Pecans,Guadalupe,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-583923F81A,Boomtown Farm Dairy,Wichita,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-746D0E524C,Brahman Country Beef LLC,Wharton,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-5814763B1F,Brandedmeatmarket,Limestone,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-14E44A6B99,Briarhill Farms,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-AD9EC71E06,Broken B Ranch,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-81431F8FB7,Broken Chalice Farm,Van Zandt,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-7A2F11E103,Brookshire Farm,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-9F29018852,Brown's Berry Farm,Jasper,promotion_blocker,city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-427A04B6E8,Brownwood Area Farmers Market CSA Group,Brown,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-F9A11CDD21,BSH Farms,Grayson,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-376A172177,Buck Creek Land & Cattle,Cottle,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-F83A077C44,Buena Tierra,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-8050DD7B4E,Buena Vida Locally Sourced Market,Hidalgo,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-15B082CC5C,Buffalo Dream Ranch & Services,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-A3D6BDFF97,Bundick Ranch,Jefferson,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-E68A26707B,Burgod Brothers Ranch&Farm,San Patricio,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-211F7DE07F,Busta Molina Farms,Atascosa,promotion_blocker,city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-0DF2B2E83D,Buster Lind,Hidalgo,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-DABE2DB1D7,Buster's Chickens,Brazoria,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-7F41DB00B3,ButterCups patch,Jasper,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-D7E8826AC6,C91 Ranches,Atascosa,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-D8343D0222,Calico Fresh Market,Montgomery,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-6CF79FDCE7,Caliente Acres,Zavala,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-0786637EA1,Camp Cowboy,Bell,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-FF2AB592B3,Canyon Valley Provisions LLC,Garza,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-88F96C8E57,Caprock Farms,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-5058CDF387,Cargil Farms Produce,Uvalde,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-BC3BA7D660,Carney Cattle Ranch,Grayson,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-CAA1C89DD5,Carrington Hill Garden and Farm,Upshur,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-E3637F7C7B,Castro Family Farm,Randall,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-857F758050,Cattlemen's Beef Company,Uvalde,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-D090C4306B,Cattleproof,Denton,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-1620D46198,CD&J Mini Ranch,Cameron,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-E7208B1D80,Celestine Gardens,Galveston,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-F39F1F9B30,Chandler Family Farm,Henderson,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-A02187ED85,Chapman 3C Cattle Company,Hamilton,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-95E526F30A,ChefPax Microgreens,Travis,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-16F8E0A926,Childress Agricultural Enterprises,Callahan,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-AF1A252570,Chuco Town Farm,El Paso,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-738BEA1DB4,Cimarron Organics,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-4E141DA5F9,Circle B Ranch,Childress,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-11C766ACE0,Circle M Eggs - Alvin Texas,Brazoria,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-CD9052C741,Circle T Ranch,DeWitt,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-A01CC4281D,Come April Farm,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-CECED034C4,Comeback Creek Farm,Camp,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-34B649C879,Conundrum Farms,Tarrant,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-8F3ABF9420,Cook Peach Farm,Cherokee,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-C6CD7E3DC7,Cottonwood Springs Ranch,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-1FE439818A,Countyline Organic Vegetables,Karnes,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-3D7989349E,Crispin Grass-Fed Beef,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-21EA147A64,Cross Farms,Trinity,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-03215D2CFD,Cross Roads Ranch,Callahan,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-EC137F13F4,"CVH Farms, LLC",Chambers,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-9CB49F9047,Dale Family Farms,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-BAA2198F11,Daniel's Farm/Ranch,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-C397B4CB81,Dark Water Ranch,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-F86DC2D2F3,Dautobi Acres,,promotion_blocker,county missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-DD98D25CD9,Dave's Seeds and Plants,Lubbock,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-6C6B7B783D,Davis 20 Beef,Clay,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-F4681CA01D,Desert Micro,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-D420DE29B5,Desert Micro - Organic Microgreens,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-80E3C572B7,Devils River Lamb,Val Verde,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-114643DC93,DeZavala Vineyard,Robertson,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-2A6F186A7A,Direct Source Meats,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-73169E4F45,Dixie Chickens,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-E25C911228,Dodson Farm,Cherokee,promotion_blocker,city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-075DFDA570,Doguets Rice Milling,Jefferson,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-0D38F19133,Donna's Farm,Jefferson,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-FA6B41B33F,Drains Made Simple,Bexar,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-905991CA0D,Duke & Regan Ranch,San Jacinto,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B81292CF7B,Dusty Creek Ranch,Crane,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-52A04CB04F,Dusty Road Farm,,promotion_blocker,county missing; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-F223D4B5B5,Eagle Catcher Farm & Ranch,Cameron,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-A2F1194A2E,Echo Springs Blueberry Farm,Henderson,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-578A3DFBB9,EclecticAcresFarm,Orange,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-3233AD0E2A,Efurd Peach Orchard,Camp,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-CB56C7A8D1,EIEIO Organic Farm,Hays,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-9E5B2EA6EA,El Coyote Ranch,Sutton,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-77913F1C5D,El Pollo Loco Ranch,Jim Wells,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-E00EB96BB4,Elisabeth Murphy,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-ADD8610683,Elle Farms,Lubbock,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-BA10B46A96,England Cattle Company,Hidalgo,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-5A578ACE77,Everyone Eats Farm,Taylor,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-D576A66470,Familias Productores del Valle,Hidalgo,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-AB664FC4BA,Family Farm Strawberry and Vegetable Garden,Grimes,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-4AB987B48A,Far Out Farm,Houston,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-F9876D5843,Ficarro Farms,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-E46BC81B2F,Fiddlesticks Farms,Midland,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-397B6E2F3A,Fifth Branch Farms,Bell,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-E2F6023C2D,Files Family Farm,Eastland,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-0406F18A0F,Finca Tres Robles,Harris,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-4516CF40BC,First Earth Farm,Palo Pinto,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-E9EC9AA668,Five Cousins' Strawberry Patch,Atascosa,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-873A8A4A0C,Five Pines Farm,,promotion_blocker,county missing; city or safe public service area missing; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-177B540DDB,Floating O Farms,Red River,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-F53CEECC07,Floriography NM,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B436718AE0,Flower Branch Gardens Daylily Farm,Tyler,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-AEA91D4DF2,Flying Y Farms,Martin,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-AA890E4F52,Foster Farm Grass Fed/ Grass Finished Beef,Hood,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-1EEA02146E,Four Winds Ranch,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-6C11BA0D85,Fox Farm Texas,San Jacinto,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-0F605869A1,Fresas by Aldalin,Atascosa,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-EE5CDFFF60,Fruitful Hill Farm LLC,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-2C1E934F76,Fruits and Such Orchard,Galveston,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
