observation_id,candidate_key,identity_review_status,current_release_name_collision,farm_name,entity_type_source,entity_type_review,state,county,county_fips,county_source,city,postal_code,address,latitude,longitude,location_precision,address_visibility,contact_name,phone,email,contact_visibility,products,business_types,website_url,facebook_url,instagram_url,tiktok_url,on_farm_sales,farmers_market_sales,online_sales,local_delivery,u_pick,wholesale,farm_to_school,retail_sales,restaurant_sales,hours_or_season,source_pass,source_name,source_url,source_record_id,evidence_grade,retrieved_date,promotion_status,notes
txobs_e21deb25366d3807f356,cowpuncher coffee,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Cowpuncher Coffee Llc,Farm And Ranch,official_directory_farm_ranch_claim,TX,Upshur,48459,https://geocoding.geo.census.gov/geocoder/geographies/onelineaddress?address=1325+Fm+1795%2C+Gilmer%2C+TX%2C+75644&benchmark=Public_AR_Current&vintage=Current_Current&format=json,Gilmer,75644,1325 Fm 1795,,,public_official_directory_address,internal_source_value,Trisha Williams,(972) 922-5300,,internal_source_value,Coffee,GO TEXAN Farm And Ranch; Product,https://www.cowpunchercoffee.com,,,,True,,,,,False,,True,,,1,Texas Department of Agriculture — GO TEXAN Farm And Ranch,https://bridge.texasagriculture.gov/GoTexanSearch/?resultsFormat=CommaSeparatedValues&searchType=Advanced&pageSize=2147483647&businessType=Farm+And+Ranch&pageNumber=1,48,B,2026-07-15,staged_pending_rules,Brands: Cowpuncher Coffee; sales: Direct To Public; Direct To Retailers; Fundraiser; Internet; Mail-Order; Out-Of-State
txobs_4c3e48099ae9420fb9d6,digital jedi seo,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Digital Jedi SEO,marketing_agency,manual_review_excluded_nonfarm,TX,Dallas,48113,https://www.digitaljediseo.com/,Dallas,75248,,,,curator_verified_safe_service_area,internal_source_value,,,,internal_source_value,Search-engine optimization; web development,Digital marketing agency,https://www.digitaljediseo.com,,,,,,,,,,,,,,3,FarmFinder curator verification — farm-owned or authoritative evidence,https://www.digitaljediseo.com/,txreview_20260715_022,F,2026-07-15,excluded_manual_verification_nonfarm,"The company-owned site describes SEO, search marketing, and website-development services only.; Excluded as a non-farm marketing agency."
txobs_312c8731cda908eb8775,digital jedi seo,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Digital Jedi SEO,Member business,member_directory_requires_farm_operation_review,TX,Dallas,48113,https://geocoding.geo.census.gov/geocoder/geographies/onelineaddress?address=9+5930+Arapaho+Rd%2C+%232014%2C+Dallas%2C+TX%2C+75248&benchmark=Public_AR_Current&vintage=Current_Current&format=json,Dallas,75248,"5930 Arapaho Rd, #2014",,,member_public_business_address_or_city,internal_source_value,,,,internal_source_value,"Digital Jedi SEO specializes in WordPress website development, eCommerce, Service Area Businesses, HVAC/Plumbing & Hospitality Search Engine Optimization & Search Engine Marketing. Successfully designing & maintaining campaigns for Hilton, Marriott & Choice Hotels, Service Experts Heating & Cooling, ARS/Rescue Rooter, Washington Energy Services & North Dallas Appliance Repair, we have over 10 years experience getting paid to make clients money online in addition to developing websites that focus on User Experience (UX) to maximize client conversions and revenue.",Shop Texas Farms member,,,,,True,,,,,,,,,,2,Shop Texas Farms — member business directory,https://shoptexasfarms.com/business-directory/entry/guw4w/,guw4w,D,2026-07-15,staged_pending_rules,"Digital Jedi SEO specializes in WordPress website development, eCommerce, Service Area Businesses, HVAC/Plumbing & Hospitality Search Engine Optimization & Search Engine Marketing. Successfully designing & maintaining campaigns for Hilton, Marriott & Choice Hotels, Service Experts Heating & Cooling, ARS/Rescue Rooter, Washington Energy Services & North Dallas Appliance Repair, we have over 10 years experience getting paid to make clients money online in addition to developing websites that focus on User Experience (UX) to maximize client conversions and revenue."
txobs_553869f1573462169ff0,down to herbs,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Down To Herbs,body_care_maker,manual_review_excluded_nonfarm,TX,,,https://downtoherbs.org/,Bullard,75757,,,,curator_verified_safe_service_area,internal_source_value,,,,internal_source_value,Handmade skin and body care,Body-care maker,https://downtoherbs.org,,,,,,,,,,,,,,3,FarmFinder curator verification — farm-owned or authoritative evidence,https://downtoherbs.org/,txreview_20260715_027,F,2026-07-15,excluded_manual_verification_nonfarm,The business-owned site describes handmade skin and body-care formulation and does not claim that the business grows agricultural products.; Excluded from the farm entity set; retain as a possible future local-product maker.
txobs_a031eb4fa126d1231b13,down to herbs,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Down To Herbs,Member business,member_directory_requires_farm_operation_review,TX,,,,Bullard,75757,Traveling locations,,,member_public_business_address_or_city,internal_source_value,,,,internal_source_value,"Down To Herbs all organic handmade body care is handcrafted and made with love in Bullard Texas. Using pure, organic, ingredients, I have always been inspired to create quality products for customers to feel better in their own skin, and to know what they were putting on their bodies was of the purest quality.",Shop Texas Farms member,,,,,True,,,,,,,,,,2,Shop Texas Farms — member business directory,https://shoptexasfarms.com/business-directory/entry/czhkc/,czhkc,D,2026-07-15,staged_pending_rules,"Down To Herbs all organic handmade body care is handcrafted and made with love in Bullard Texas. Using pure, organic, ingredients, I have always been inspired to create quality products for customers to feel better in their own skin, and to know what they were putting on their bodies was of the purest quality."
txobs_e700d2724a5c7b5ae6d3,eastern oklahoma state college,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Eastern Oklahoma State College,educational_farm,manual_review_excluded_nonfarm,TX,Latimer,,https://www.eosc.edu/news/eastern-oklahoma-state-college-hires-rene-mccracken-as-new-dean-of-agriculture,Wilburton,74578,,,,curator_verified_safe_service_area,internal_source_value,,,,internal_source_value,College working farm; cattle; greenhouses; meat processing,Agricultural education institution,https://www.eosc.edu/agriculture,,,,,,,,,,,,,,3,FarmFinder curator verification — farm-owned or authoritative evidence,https://www.eosc.edu/news/eastern-oklahoma-state-college-hires-rene-mccracken-as-new-dean-of-agriculture,txreview_20260715_016,F,2026-07-15,excluded_manual_verification_nonfarm,"The college-owned source identifies a Wilburton, Oklahoma educational institution with a working farm, not a Texas farm entity.; Excluded from Texas staging because it is an Oklahoma institution; the Texas Center for Local Food record is a state-scope false positive."
txobs_f1b23e78aec9b3ef00f3,eastern oklahoma state college,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Eastern Oklahoma State College,Community Gardens; Farms & Ranches; Food & Ag Resource,mixed_directory_type_requires_farm_operation_review,TX,La Salle,48283,https://texaslocalfood.org/tclf-partner/eastern-oklahoma-state-college/,Wilburton,74578,1301 W. Main St,,,directory_public_business_address,internal_source_value,Rene' McCracken - Dean of Agriculture,918-465-1727,rmccracken@eosc.edu,internal_source_value,,Community Gardens; Farms & Ranches; Food & Ag Resource,https://www.eosc.edu/agriculture,https://www.facebook.com/EOSCagriculture,,,False,False,False,,False,,False,,,,2,Texas Center for Local Food — Farms & Ranches,https://texaslocalfood.org/tclf-partner/eastern-oklahoma-state-college/,14777,D,2026-07-15,staged_pending_rules,"Eastern Ag Division is a rural community college in Wilburton, OK. We are committed to utilizing our resources of 4000 acre ranch, greenhouse and custom meats processing facility to help area producers learn sustainable techniques."
txobs_6c7ef92d2b2e2fa0be68,etx legends coffee co,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Etx Legends Coffee Co,processor,manual_review_excluded_nonfarm,TX,Smith,48423,https://www.coffeecityusa.com/,Tyler,75703,,,,curator_verified_safe_service_area,internal_source_value,,,,internal_source_value,Roasted coffee; tea,Coffee roaster,https://www.coffeecityusa.com,,,,,,,,,,,,,,3,FarmFinder curator verification — farm-owned or authoritative evidence,https://www.coffeecityusa.com/,txreview_20260715_006,F,2026-07-15,excluded_manual_verification_nonfarm,The business-owned site describes Arabica coffee roasting and tea blending; it does not claim a Texas coffee-growing farm operation.; Excluded as a processor/roaster under the current farm inclusion boundary.
txobs_0d11b08a9bf39c951a35,etx legends coffee co,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Etx Legends Coffee Co,Farm And Ranch,official_directory_farm_ranch_claim,TX,Smith,48423,https://geocoding.geo.census.gov/geocoder/geographies/onelineaddress?address=13195+State+Hwy+155%2C+Tyler%2C+TX%2C+75703&benchmark=Public_AR_Current&vintage=Current_Current&format=json,Tyler,75703,13195 State Hwy 155,,,public_official_directory_address,internal_source_value,Amanda Holmes,(903) 509-9102,,internal_source_value,Coffee,GO TEXAN Farm And Ranch; Product,https://coffeecityusa.com,,,,True,,,,,False,,False,,,1,Texas Department of Agriculture — GO TEXAN Farm And Ranch,https://bridge.texasagriculture.gov/GoTexanSearch/?resultsFormat=CommaSeparatedValues&searchType=Advanced&pageSize=2147483647&businessType=Farm+And+Ranch&pageNumber=1,2,B,2026-07-15,staged_pending_rules,Brands: Brand; Etx Legends Coffee Co; Etx Legends Coffee Co.; sales: Direct To Public
txobs_5f9bdb15ca9338d3e3bb,glover farm vineyard,source_unique_name,,Glover Farm Vineyard,U-pick operation,farm_activity_confirmed_by_directory,TX,Wood,48499,https://www.pickyourown.org/TXnortheast.htm,Winnsboro,75494,373 County Road Se 3471,,,public_directory_address,internal_source_value,,903 243 3410,m@michael-glover.com,internal_source_value,"2025 assumed permanently closed, Muscadines, grapes,",U-pick; agritourism,,,,,True,,,,True,,,,,,3,PickYourOwn — Northeast,https://www.pickyourown.org/TXnortheast.htm,31,F,2026-07-15,excluded_explicitly_closed,"Glover Farm Vineyard - 2025 assumed permanently closed, Muscadines, grapes, | 373 County Road Se 3471, Winnsboro, TX 75494. Phone: 903 243 3410. Alternate Phone: 903 365 2315. Email: m@michael-glover.com . Open: UPDATE for 2025: Their website and/or Facebook page is gone or years outdated, Call before you go, Does anyone have current information, are they still offering pick your own or are even open? If so, please write me ; last reported hours were Every day in August and September; Call to confirm we have ripe grapes. Directions: From the intersection of highway 11 and highway 37 in Winnsboro drive 1.69 miles north to CR 3470 and turn right Dive .42 miles east on CR 3470. Do not take the curve to left. Take 3471 straight .2 miles (looks like a drive) to the gate. Go thru the gate and continue up thru drive .06 miles to the office. Click here for a map and directions. Muscadines are ripe in August and September. Payment: Cash, only. Grapes include Carlos Muscadine, Scuppernong Muscadine, Noble black Muscadine, Blanc Du Bois, Black Spanish. (ADDED: August 06, 2015) | "
txobs_fd7d8c038accba91a9f6,heart of texas farms,source_unique_name,,Heart of Texas Farms,U-pick operation,farm_activity_confirmed_by_directory,TX,McLennan,48309,https://www.pickyourown.org/TXaustin.htm,Lorena,76655,5901 Rosenthal Parkway,,,public_directory_address,internal_source_value,,,HeartofTexasFarms@gmail.com,internal_source_value,"2025 permanently closed, Uses natural growing practices , blackberries, Fresh eggs, U-pick and already picked, school tours",U-pick; agritourism,,,,,True,,,,True,,,,,,3,PickYourOwn — Austin,https://www.pickyourown.org/TXaustin.htm,12,F,2026-07-15,excluded_explicitly_closed,"Heart of Texas Farms - 2025 permanently closed, Uses natural growing practices , blackberries, Fresh eggs, U-pick and already picked, school tours | 5901 Rosenthal Parkway, Lorena, TX 76655. Email: HeartofTexasFarms@gmail.com . Open: UPDATE for 2025: They are permanently closed B | "
txobs_516edcc21584343bf73d,hill country grains,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Hill Country Grains,agricultural_supplier,manual_review_excluded_nonfarm,TX,Mason,48319,https://business.masontx.org/directory/Details/fredonia-peanut-company-3753952,Fredonia,76842,,,,curator_verified_safe_service_area,internal_source_value,,,,internal_source_value,Animal feed; deer corn; custom grain mixes,Agricultural supplier; feed processor,https://fredoniapeanut.com,,,,,,,,,,,,,,3,FarmFinder curator verification — farm-owned or authoritative evidence,https://business.masontx.org/directory/Details/fredonia-peanut-company-3753952,txreview_20260715_008,F,2026-07-15,excluded_manual_verification_nonfarm,"The Mason County Chamber profile identifies Hill Country Grains as a Fredonia Peanut Company subsidiary specializing in cleaned and bagged deer corn, custom mixes, and small grains, not a farm operation.; Excluded as an agricultural supplier/processor under the current farm inclusion boundary."
txobs_d12eea233c6eafae9566,hill country grains,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Hill Country Grains,Farm And Ranch,official_directory_farm_ranch_claim,TX,,,GO TEXAN source county; independently checked when address resolves,Fredonia,76842,11020 Rr 1222 E,,,public_official_directory_address,internal_source_value,Jon Hills,(325) 429-6211,,internal_source_value,Apple Deer Corn; Corn & Pellets; Corn Cracks; Deer Corn; Hill Country Farm Fresh Whole Peanuts; Milo; Scratch Grains; Soy-Korn 70-30; Soy-Korn 90-10; Trail Mix,GO TEXAN Farm And Ranch; Product,https://www.fredoniapeanut.com,,,,True,,,,,True,,True,,,1,Texas Department of Agriculture — GO TEXAN Farm And Ranch,https://bridge.texasagriculture.gov/GoTexanSearch/?resultsFormat=CommaSeparatedValues&searchType=Advanced&pageSize=2147483647&businessType=Farm+And+Ranch&pageNumber=1,90,B,2026-07-15,staged_pending_rules,Brands: Hill Country Grains; sales: Direct To Public; Direct To Retailers; Direct To Wholesale
txobs_0dd68eddd3541b4a2231,hillsboro farmers market,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Hillsboro Farmers Market,market,manual_review_excluded_nonfarm,TX,Hill,48217,https://texaslocalfood.org/tclf-partner/hillsboro-farmers-market/,Hillsboro,76645,,,,curator_verified_safe_service_area,internal_source_value,,,,internal_source_value,Farmers market; multi-vendor local products,Farmers market,,,,,,,,,,,,,,,3,FarmFinder curator verification — farm-owned or authoritative evidence,https://texaslocalfood.org/tclf-partner/hillsboro-farmers-market/,txreview_20260715_005,F,2026-07-15,excluded_manual_verification_nonfarm,"The current Texas Center for Local Food profile describes a market with approximately ten local farmers and other producers, not one farm operation.; Excluded from the farm entity set; retain as possible future channel infrastructure."
txobs_98860ecb3a6e712bdd93,hillsboro farmers market,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Hillsboro Farmers Market,Farm And Ranch,official_directory_farm_ranch_claim,TX,Hill,48217,https://www2.census.gov/geo/docs/maps-data/data/rel2020/zcta520/tab20_zcta520_county20_natl.txt,Bynum,76631,441 Hcr 3410,,,public_official_directory_address; single-county_2020_zcta_inference,internal_source_value,Melissa L Awtrey,(254) 722-7362,,internal_source_value,Produce,GO TEXAN Farm And Ranch; Product,,,,,True,,,,,False,,False,,,1,Texas Department of Agriculture — GO TEXAN Farm And Ranch,https://bridge.texasagriculture.gov/GoTexanSearch/?resultsFormat=CommaSeparatedValues&searchType=Advanced&pageSize=2147483647&businessType=Farm+And+Ranch&pageNumber=1,41,B,2026-07-15,staged_pending_rules,Brands: Hillsboro Farmers Market; sales: Direct To Public
txobs_01a445ee3b8b4397eafa,howland insurance and financial strategies representing american national insurance,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Howland Insurance & Financial Strategies representing American National Insurance,insurance_agency,manual_review_excluded_nonfarm,TX,Denton,48121,https://shoptexasfarms.com/business-directory/,Denton,76207,,,,curator_verified_safe_service_area,internal_source_value,,,,internal_source_value,Insurance and financial services,Insurance agency,,,,,,,,,,,,,,,3,FarmFinder curator verification — farm-owned or authoritative evidence,https://shoptexasfarms.com/business-directory/,txreview_20260715_020,F,2026-07-15,excluded_manual_verification_nonfarm,The current member directory identifies this as a Denton insurance agency and describes insurance services only.; Excluded as a non-farm service business; directory membership is not farm-operation evidence.
txobs_6b33c287a50b2d43545e,howland insurance and financial strategies representing american national insurance,exact_normalized_name_group_reviewed_by_reconciliation_rules,,Howland Insurance & Financial Strategies representing American National Insurance,Member business,member_directory_requires_farm_operation_review,TX,,,,,,,,,member_public_business_address_or_city,internal_source_value,,,,internal_source_value,"Hello, I’m Shane Howland, your local American National insurance agent. I am located in Denton, TX, meaning I’m nearby to talk through your insurance needs. With a variety of options available, we can accommodate many of your insurance needs, so let’s talk through what options will work for you. Reach out today to request an appointment and start the conversation. Licensed in Texas, Oklahoma, New Mexico, Arkansas, Florida, and Wyoming.",Shop Texas Farms member,,,,,True,,,,,,,,,,2,Shop Texas Farms — member business directory,https://shoptexasfarms.com/business-directory/entry/1p0qi/,1p0qi,D,2026-07-15,staged_pending_rules,"Hello, I’m Shane Howland, your local American National insurance agent. I am located in Denton, TX, meaning I’m nearby to talk through your insurance needs. With a variety of options available, we can accommodate many of your insurance needs, so let’s talk through what options will work for you. Reach out today to request an appointment and start the conversation. Licensed in Texas, Oklahoma, New Mexico, Arkansas, Florida, and Wyoming."
